date,symbol,open,high,low,close,volume,adjclose,change,factor
2021-09-28,sh601868,0.8327272588556465,1.0,0.792727297002619,1.0,6288423718.5,2.75,,0.36363636363636365
2021-09-29,sh601868,1.0327272415161133,1.101818171414462,1.0145454406738283,1.101818171414462,3092086885.25,3.0299999713897705,0.10181817141446192,0.36363636363636365
2021-09-30,sh601868,1.1454545801336116,1.2109090631658381,1.0290908813476562,1.098181811246005,9505412160.75,3.0199999809265137,-0.003300326916726104,0.36363636363636365
2021-10-08,sh601868,1.0872727307406338,1.1054545315829192,0.9890909194946288,1.0,5186018109.25,2.75,-0.08940396775886061,0.36363636363636365
2021-10-11,sh601868,0.9636363983154298,0.9745454788208008,0.901818188753995,0.901818188753995,4251719320.75,2.4800000190734863,-0.098181811246005,0.36363636363636365
2021-10-12,sh601868,0.8945454684170809,0.9636363983154298,0.8618181402033026,0.9490908709439364,4280954873.25,2.609999895095825,0.05241930444456444,0.36363636363636365
2021-10-13,sh601868,0.9127272692593661,0.9345454302701083,0.8909091082486239,0.9090909090909091,2555415513.75,2.5,-0.04214555537052489,0.36363636363636365
2021-10-14,sh601868,0.8945454684170809,0.9418181506070223,0.8800000277432528,0.9127272692593661,2171943089.25,2.509999990463257,0.003999996185302779,0.36363636363636365
2021-10-15,sh601868,0.8981818285855379,0.9127272692593661,0.8872727480801669,0.8945454684170809,1544735626.5,2.4600000381469727,-0.019920299803290464,0.36363636363636365
2021-10-18,sh601868,0.8909091082486239,0.9236363497647374,0.8800000277432528,0.905454548922452,1628265127.5,2.490000009536743,0.012195110131936637,0.36363636363636365
2021-10-19,sh601868,0.8945454684170809,0.905454548922452,0.8800000277432528,0.8872727480801669,1785837226.25,2.440000057220459,-0.020080302058146038,0.36363636363636365
2021-10-20,sh601868,0.8800000277432528,0.8836363879117098,0.8472726995294745,0.8618181402033026,2199552894.0,2.369999885559082,-0.028688594270410817,0.36363636363636365
2021-10-21,sh601868,0.8581817800348456,0.8763636675747958,0.8472726995294745,0.8581817800348456,1729027894.0,2.359999895095825,-0.0042194054625018795,0.36363636363636365
2021-10-22,sh601868,0.8509090596979315,0.8545454198663885,0.8181818181818182,0.8181818181818182,2079803563.75,2.25,-0.04661012711246704,0.36363636363636365
2021-10-25,sh601868,0.8181818181818182,0.8581817800348456,0.8000000173395331,0.8399999791925604,1924163584.75,2.309999942779541,0.026666641235351562,0.36363636363636365
2021-10-26,sh601868,0.8290908986871893,0.8872727480801669,0.8254545385187323,0.872727307406339,2701814819.0,2.400000095367432,0.03896110598149938,0.36363636363636365
2021-10-27,sh601868,0.8581817800348456,0.8690909472378817,0.8472726995294745,0.8545454198663885,1482034999.5,2.3499999046325684,-0.02083341197834776,0.36363636363636365
2021-10-28,sh601868,0.8581817800348456,0.8981818285855379,0.8545454198663885,0.8945454684170809,2552760826.0,2.4600000381469727,0.04680856935251798,0.36363636363636365
2021-10-29,sh601868,0.872727307406339,0.8836363879117098,0.8399999791925604,0.8654545870694247,2219382459.25,2.380000114440918,-0.03252029368516418,0.36363636363636365
2021-11-01,sh601868,0.8581817800348456,0.872727307406339,0.8436363393610175,0.8618181402033026,1356483020.75,2.369999885559082,-0.0042017766390675115,0.36363636363636365
2021-11-02,sh601868,0.8545454198663885,0.8581817800348456,0.8254545385187323,0.8327272588556465,1593013364.25,2.289999961853028,-0.033755243700014925,0.36363636363636365
2021-11-03,sh601868,0.8290908986871893,0.8509090596979315,0.8254545385187323,0.8327272588556465,818808625.25,2.289999961853028,0.0,0.36363636363636365
2021-11-04,sh601868,0.8327272588556465,0.8436363393610175,0.8254545385187323,0.8290908986871893,936681102.5,2.2799999713897705,-0.004366808135300326,0.36363636363636365
2021-11-05,sh601868,0.8254545385187323,0.8254545385187323,0.8072727376764469,0.8109090978449042,1447349939.75,2.2300000190734863,-0.02192980392267585,0.36363636363636365
2021-11-08,sh601868,0.8145454580133612,0.8145454580133612,0.8000000173395331,0.8036363775079901,800377492.75,2.2100000381469727,-0.00896860123562837,0.36363636363636365
2021-11-09,sh601868,0.8072727376764469,0.8290908986871893,0.8000000173395331,0.8109090978449042,1193878842.75,2.2300000190734863,0.009049764968910745,0.36363636363636365
2021-11-10,sh601868,0.8036363775079901,0.8109090978449042,0.792727297002619,0.8072727376764469,995396162.75,2.220000028610229,-0.004484300617814352,0.36363636363636365
