date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sh601919,1.1868990660107952,1.2084186842771651,1.1835884110157193,1.1926929087165832,902051581.0278497,14.40999984741211,0.0,-0.0075757993721512484,0.06366799771785736
2024-10-17,sh601919,,,,,,,,,0.06366799771785736
2024-10-18,sh601919,1.1637239322583173,1.1960033767861904,1.1504809959565394,1.1777945679932464,1472081280.2154207,14.229999542236328,,-0.012491346778751522,0.06366799771785736
