date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sh600753,0.9061981410434744,0.9833214405858646,0.8907735656127794,0.9383328290456493,212883900.3445017,7.300000190734863,0.0,0.035460991948418785,0.10711561888456345
