date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300581,3.349065822960809,3.7099423461968706,3.456991302150884,3.510954780860323,125405360.86159597,10.40999984741211,0.0,-0.02619267951001658,0.11021812260150911
