date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300700,1.6353015665931243,1.5937630297088003,1.5019414110294085,1.539107390672349,46909117.295377515,7.039999961853027,0.0,0.00715310334364494,0.06673479080200195
