date,symbol,open,high,low,close,volume,adjclose,change,factor
2021-11-12,sz301178,1.0377693124268845,1.1254752452789882,0.8745246870331015,1.0,625851487.7660828,56.35714340209961,,0.017743979549587046
2021-11-15,sz301178,0.9569074395579114,1.0624841314155364,0.9490494146789492,1.052091261984906,523217295.9879265,59.2928581237793,0.0520912619849061,0.017743979549587046
2021-11-16,sz301178,1.0101393782066725,1.0101393782066725,0.8980988293578983,0.8998732679256032,399833305.72341156,50.71428680419922,-0.14468135945937233,0.017743979549587046
2021-11-17,sz301178,0.8618503965868507,0.8978453381339403,0.8428390286053847,0.8821292883760161,289762338.016201,49.71428680419922,-0.019718309435383774,0.017743979549587046
2021-11-18,sz301178,0.8776932934886194,0.9367553949125902,0.8776932934886194,0.8880861629192496,270911718.90534973,50.04999923706055,0.006752836145141439,0.017743979549587046
2021-11-19,sz301178,0.8558935220436172,0.8897338220310205,0.8377693395020485,0.883396676807895,213570692.49373627,49.78571319580078,-0.005280440465303182,0.017743979549587046
2021-11-22,sz301178,0.8662863914742475,0.9050696687969632,0.8556400308196593,0.8831431855839371,204368641.76189804,49.771427154541016,-0.00028695061982098036,0.017743979549587046
2021-11-23,sz301178,0.8719898424814334,0.9315589263533199,0.8688213037138258,0.9314322145852961,279796084.4198303,52.49285888671875,0.05467859548667642,0.017743979549587046
2021-11-24,sz301178,0.949302905902907,0.949302905902907,0.898732591261748,0.8993662854776875,237431067.1530304,50.68571472167969,-0.03442647635060103,0.017743979549587046
2021-11-25,sz301178,0.8871989774793523,0.9349809563448853,0.8870722657113286,0.9239543250104053,223892672.37926102,52.07142639160156,0.02733929426724968,0.017743979549587046
2021-11-26,sz301178,0.9122939994599859,0.9122939994599859,0.8821292883760161,0.8883396541432075,177084852.42664337,50.06428527832031,-0.03854592148458935,0.017743979549587046
2021-11-29,sz301178,0.8618503965868507,0.8954372730382064,0.8618503965868507,0.878200275936535,113196478.52314758,49.49285888671875,-0.011413852977723682,0.017743979549587046
2021-11-30,sz301178,0.8814955264721663,0.9122939994599859,0.8814955264721663,0.884917624151642,151060081.6749916,49.871429443359375,0.007648993514541402,0.017743979549587046
2021-12-01,sz301178,0.8745246870331015,0.9044359745810236,0.8705956745936204,0.9003802503735188,142372797.09098816,50.74285888671875,0.017473520472259363,0.017743979549587046
2021-12-02,sz301178,0.898732591261748,0.902915094925187,0.8428390286053847,0.8455006526129869,204954248.83898926,47.650001525878906,-0.06095157877770574,0.017743979549587046
2021-12-03,sz301178,0.8460075673729923,0.8580481636033036,0.8282635878234053,0.828770570271321,127264743.1591835,46.7071418762207,-0.019787190335054494,0.017743979549587046
2021-12-06,sz301178,0.8192648862805879,0.8212927483843403,0.7831432329654744,0.7896070899566235,146596708.63183212,44.5,-0.04725491193766218,0.017743979549587046
2021-12-07,sz301178,0.7858047892851663,0.8021546009469404,0.7764258170624571,0.799746468163296,90186702.22922134,45.07142639160156,0.012841042507900191,0.017743979549587046
2021-12-08,sz301178,0.7969581323876701,0.8048162249545425,0.7832699447334981,0.7940430848440203,74470385.64867783,44.75,-0.007131489223546228,0.017743979549587046
2021-12-09,sz301178,0.7899872929486051,0.8022813804028743,0.7899872929486051,0.795690743955791,71505492.69143677,44.84285736083984,0.0020750248232366264,0.017743979549587046
2021-12-10,sz301178,0.7940430848440203,0.8301647381591338,0.7940430848440203,0.8244613548398582,150358435.23963547,46.46428680419922,0.0361580313741412,0.017743979549587046
