date,symbol,open,high,low,close,volume,adjclose,dividends,splits,change,factor
2020-09-28,sh605111,1.0,1.0,1.0,1.0,3997366.300707817,7.411466598510742,0.0,0.0,,0.13399372479453708
2020-09-29,sh605111,1.1001046646677353,1.1001046646677353,1.1001046646677353,1.1001046646677353,1400923.7148512579,8.153388977050781,0.0,0.0,0.10010458675771527,0.13399373428404737
2020-09-30,sh605111,1.2099755439307232,1.2099755439307232,1.2099755439307232,1.2099755439307232,2204894.341057997,8.967693328857422,0.0,0.0,0.09987321312101893,0.13399372228341563
2020-10-09,sh605111,1.3310081238002616,1.3310081238002616,1.3310081238002616,1.3310081238002616,5267910.571956548,9.86472225189209,0.0,0.0,0.10002886340596429,0.1339937324975953
2020-10-12,sh605111,1.4642484075761057,1.4642484075761057,1.4642484075761057,1.4642484075761057,3315311.827303518,10.852228164672852,0.0,0.0,0.10010480147436351,0.1339937306474461
2020-10-13,sh605111,1.6107429132600897,1.6107429132600897,1.6107429132600897,1.6107429132600897,1772403.880459815,11.93796730041504,0.0,0.0,0.10004761504146598,0.13399372604532309
2020-10-14,sh605111,1.7718868695124714,1.7718868695124714,1.7718868695124714,1.7718868695124714,2096374.3080277832,13.132280349731444,0.0,0.0,0.10004326866093893,0.13399372379461408
2020-10-15,sh605111,1.9490757623445503,1.9490757623445503,1.9490757623445503,1.9490757623445503,2747531.598127656,14.445509910583496,0.0,0.0,0.10000008654257231,0.13399372740640447
2020-10-16,sh605111,2.1440530163729306,2.1440530163729306,2.1440530163729306,2.1440530163729306,14252652.01950874,15.89057731628418,0.0,0.0,0.10003573158954437,0.13399372954492617
2020-10-19,sh605111,2.358562828267335,2.358562828267335,2.358562828267335,2.358562828267335,2041841.876202335,17.480409622192383,0.0,0.0,0.10004877695248471,0.13399372556158132
2020-10-20,sh605111,2.594349652048527,2.594349652048527,2.594349652048527,2.594349652048527,1841041.425118869,19.227935791015625,0.0,0.0,0.09997054788093185,0.13399372585224273
2020-10-21,sh605111,2.853854204974441,2.853854204974441,2.853854204974441,2.853854204974441,1591581.9436185446,21.1512451171875,0.0,0.0,0.10002679507285905,0.13399372922963534
2020-10-22,sh605111,3.139170037750824,3.139170037750824,3.139170037750824,3.139170037750824,1948613.558120321,23.265853881835938,0.0,0.0,0.09997560561479224,0.1339937305228776
2020-10-23,sh605111,3.453086835645075,3.453086835645075,3.453086835645075,3.453086835645075,3420787.06783578,25.592437744140625,0.0,0.0,0.09999998371717655,0.13399372451732047
2020-10-26,sh605111,3.79839557067979,3.79839557067979,3.79839557067979,3.79839557067979,7189687.356002057,28.15168190002441,0.0,0.0,0.10000000000000009,0.1339937263330042
