date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300713,0.840681022669366,0.8529836293696059,0.7909578676780851,0.8176135470776384,244600718.22806644,15.949999809265137,0.0,0.021780919927339992,0.04660094156861305
