date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300065,1.2224095652282663,1.1885235536529415,1.1245164914187977,1.1307917041916524,378629658.55120325,9.010000228881836,0.0,-0.043524399585080586,0.08366937935352325
