date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300689,1.6606312770528227,1.9544159512166777,1.788435941814745,1.9079416750936926,74294480.65193665,22.989999771118164,0.0,0.04929255733580562,0.04881768673658371
