date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300393,1.118047297014385,1.0664905210980506,1.0311371371158498,1.0443946198328742,117171199.89382608,7.090000152587891,0.0,-0.01936374358454518,0.1052180752158165
