date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz002323,0.8929079615712692,0.8929085470373076,0.8529274226968407,0.8795813391484253,69284141.89700466,1.3200000524520874,0.0,0.007633671839197387,0.23429998755455017
