date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300483,0.9672566032951164,1.003736048694659,0.952885864686063,0.9849435677068795,80321253.30576013,8.90999984741211,0.0,0.009060014088027035,0.061413116753101356
