date,symbol,open,high,low,close,volume,adjclose,dividends,splits,change,factor
2021-02-25,sz300948,0.765797185430133,1.0,0.7392941905148445,1.0,1236591650.2917483,47.70283508300781,0.0,0.0,,0.020923421239255197
2021-02-26,sz300948,0.8578603326073904,0.9973497643731862,0.8090389596544907,0.8229879347576795,1005639959.3368586,39.25885772705078,0.0,0.0,-0.17701212452813486,0.020923422746521713
2021-03-01,sz300948,0.7881154956804172,0.8840843244342844,0.7254847500003097,0.7609150634961406,853952584.6770391,36.29780578613281,0.0,0.0,-0.075423744183031,0.020923421651984866
2021-03-02,sz300948,0.7372019190784135,0.9464361424721632,0.6973079452430836,0.858557752683484,1041048670.0834175,40.95563888549805,0.0,0.0,0.1283226810267124,0.020923422339374987
2021-03-03,sz300948,0.8160134493498061,0.8199191111153724,0.7476636101954536,0.7510113544873047,867282473.7924379,35.82537078857422,0.0,0.0,-0.1252639996757352,0.020923421778200155
2021-03-04,sz300948,0.7399916822548165,0.7978798133321219,0.7253452703352884,0.7254847896187545,775944364.3315508,34.60768127441406,0.0,0.0,-0.03398963272415079,0.020923422794604924
2021-03-05,sz300948,0.6949365845173977,0.6949365845173977,0.6290975329853651,0.633700711362772,726894004.8534539,30.229320526123047,0.0,0.0,-0.12651409784093703,0.020923421982364878
2021-03-08,sz300948,0.6328637638317821,0.6918678082296115,0.6277026679058624,0.6770819572184337,733254426.8698677,32.298728942871094,0.0,0.0,0.06845697973718146,0.020923422263528748
2021-03-09,sz300948,0.6556005114524772,0.6556005114524772,0.5760915259917276,0.5859952793327988,540844576.4606333,27.953636169433597,0.0,0.0,-0.13452825540081437,0.02092342142738245
2021-03-10,sz300948,0.5900405234156851,0.6120798205466262,0.5700934966748828,0.5719068482301336,389344816.66674435,27.281578063964844,0.0,0.0,-0.02404192335114408,0.020923422250084422
2021-03-11,sz300948,0.5582369101710987,0.5981308837042244,0.5582369101710987,0.5854373430429335,402182918.60933083,27.927021026611328,0.0,0.0,0.02365856745922601,0.0209234221808762
2021-03-12,sz300948,0.5802762248716071,0.6500209361928445,0.5636769830982535,0.6148695818924443,664395642.9898883,29.33102226257324,0.0,0.0,0.05027397516138499,0.020923421378023048
2021-03-15,sz300948,0.5975729304884867,0.6625750270563264,0.5795788144247734,0.6434649562911255,684598856.5373276,30.69510269165039,0.0,0.0,0.04650635850696139,0.020923422327128845
2021-03-16,sz300948,0.6399777252457011,0.6957735440876619,0.6221230887575604,0.6698284655784416,737523333.16241,31.952716827392575,0.0,0.0,0.04097117747193346,0.020923422088670145
2021-03-17,sz300948,0.6487655594001153,0.6604826645102267,0.6236574371130448,0.631887358444758,539612881.4053713,30.14281845092773,0.0,0.0,-0.0566430130802732,0.02092342193647198
2021-03-18,sz300948,0.6409541714283682,0.6678756458918131,0.6314688956346223,0.6317478543803077,450303100.59778607,30.13616371154785,0.0,0.0,-0.00022079770370386775,0.020923422440334672
2021-03-19,sz300948,0.6138931961605517,0.6625750075101261,0.5998047423804849,0.6505789038826992,560249903.7939147,31.03445816040039,0.0,0.0,0.029807892633241462,0.020923421709880402
2021-03-22,sz300948,0.6790348004593805,0.7807225614817485,0.6611801246393652,0.7807225614817485,755201966.635206,37.24267959594727,0.0,0.0,0.20004286627152612,0.020923421413218776
2021-03-23,sz300948,0.8213140364579888,0.8992886278184621,0.7299483885697021,0.7874180368639391,1059574623.6032311,37.56207275390625,0.0,0.0,0.008576015088126665,0.02092342106552918
2021-03-24,sz300948,0.7338541516435898,0.8473985781246348,0.7338541516435898,0.8010880757251573,699749554.4685547,38.21417236328125,0.0,0.0,0.01736055642008516,0.02092342168208975
2021-03-25,sz300948,0.7950900464309081,0.8123867655906724,0.6943785969166277,0.742084053977717,597004296.7218156,35.399513244628906,0.0,0.0,-0.07365487584465691,0.02092342227449758
2021-03-26,sz300948,0.7267401855327978,0.8042963012277883,0.7267401855327978,0.7550565325327157,562657254.2256033,36.01833724975586,0.0,0.0,0.017481172640790632,0.020923421695154407
2021-03-29,sz300948,0.7854653105737507,0.8203376286741265,0.7614731020839882,0.775143038647224,521741165.9276289,36.97652053833008,0.0,0.0,0.026602598356452622,0.020923422786834976
2021-03-30,sz300948,0.7394337449813122,0.7599386891937336,0.68349840646912,0.7000976888306866,605231011.3377471,33.39664459228516,0.0,0.0,-0.09681481689709825,0.02092342223510615
2021-03-31,sz300948,0.7016320969209386,0.7337146677378852,0.6889385559503244,0.7123727670153376,505387677.54641604,33.982200622558594,0.0,0.0,0.017533356940526046,0.020923422690749753
2021-04-01,sz300948,0.6975868713652523,0.7045613185467149,0.6583902962237719,0.6638303905665984,461249469.3641397,31.66659164428711,0.0,0.0,-0.06814176019192564,0.02092342136090557
2021-04-02,sz300948,0.669270484244468,0.6744316198508725,0.643046487840697,0.6667596960322789,321655282.4033685,31.80632781982422,0.0,0.0,0.004412732785015638,0.020923421340116998
2021-04-06,sz300948,0.6695495161859322,0.7042823941454165,0.6636909435523312,0.6901939798218506,380044471.46719694,32.92420959472656,0.0,0.0,0.03514646971017665,0.02092342238081038
