date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sz300008,2.3192404386779453,2.404436881727976,2.2955743399648383,2.3334400779563946,336896448.43919975,4.929999828338623,0.0,-0.04271849766113689,0.26295238733291626
