date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sh600595,3.7579347994403576,3.850560259619167,3.7182383509304704,3.797631345622778,38024016.41546069,2.869999885559082,0.0,0.007017537402020491,0.6616082787513733
