date,symbol,open,high,low,close,volume,adjclose,splits,change,factor
2024-10-16,sh601777,1.035140849500295,1.0719460889663668,1.030540789182203,1.055844172751444,169686827.44021088,4.590000152587891,0.0,0.0021834561241091954,0.06572895497083664
