datetime,instrument,score
2024-12-16,SZ002555,4.824096577776106e-07
2024-12-16,SH600600,4.766696156855731e-07
2024-12-16,SZ000333,4.672521536415956e-07
2024-12-16,SH603799,4.6626387932213217e-07
2024-12-16,SH603486,4.527529784276246e-07
2024-12-16,SZ300832,4.3729625214302245e-07
2024-12-16,SZ002202,4.359245995710124e-07
2024-12-16,SH601238,4.271187437360216e-07
2024-12-16,SH600061,4.250645763792278e-07
2024-12-16,SH688065,4.1846759792347797e-07
2024-12-16,SH603806,4.1340435086038937e-07
2024-12-16,SH601012,4.132508400815206e-07
2024-12-16,SZ000301,4.013779992093569e-07
2024-12-16,SZ300751,4.010197159781125e-07
2024-12-16,SZ000425,3.9371969776487305e-07
2024-12-16,SZ002050,3.916788525291124e-07
2024-12-16,SH601699,3.80787599668435e-07
2024-12-16,SH601998,3.797442469601128e-07
2024-12-16,SZ300979,3.7822700233349174e-07
2024-12-16,SZ300759,3.778755196301519e-07
2024-12-16,SZ300763,3.734072212387364e-07
2024-12-16,SH603019,3.7282543757048124e-07
2024-12-16,SZ300661,3.707852774865078e-07
2024-12-16,SZ300496,3.7075854854723563e-07
2024-12-16,SH688008,3.684662936328858e-07
2024-12-16,SH603369,3.6798492216588685e-07
2024-12-16,SH688599,3.646132979526673e-07
2024-12-16,SZ300957,3.612093191235946e-07
2024-12-16,SZ300454,3.5966572406695445e-07
2024-12-16,SH601995,3.58929097607298e-07
2024-12-16,SZ001979,3.5435207501832053e-07
2024-12-16,SZ300274,-0.0004377604505342056
2024-12-16,SZ000063,-0.0005995678098176835
2024-12-16,SH601169,-0.0008067245823676018
2024-12-16,SZ300014,-0.000905087078852412
2024-12-16,SZ002304,-0.0012429781573396709
2024-12-16,SH601988,-0.0018637589543912612
2024-12-16,SH601117,-0.0020365476562102676
2024-12-16,SH601989,-0.0023197153236630096
2024-12-16,SH601800,-0.002624055378990815
2024-12-16,SH601398,-0.003444459451908457
2024-12-16,SH601319,-0.004131622813384461
2024-12-16,SH601607,-0.004288064610909819
2024-12-16,SZ300124,-0.004379077188948951
2024-12-16,SZ000768,-0.004418489075300543
2024-12-16,SZ000100,-0.004845617186718633
2024-12-16,SH600018,-0.004917634194882493
2024-12-16,SH601808,-0.005715222816334624
2024-12-16,SH600886,-0.005774983431535163
2024-12-16,SZ300433,-0.006437229221535208
2024-12-16,SH603259,-0.006614724530947816
2024-12-16,SH600938,-0.006694993689158654
2024-12-16,SH600845,-0.006878774503102749
2024-12-16,SH601336,-0.0069694349959429185
2024-12-16,SZ300015,-0.007020015451813834
2024-12-16,SH600150,-0.007283842403070792
2024-12-16,SH600900,-0.008350475008006703
2024-12-16,SH688363,-0.008532327632064874
2024-12-16,SH601728,-0.008783489579371643
2024-12-16,SH601601,-0.008892384651469451
2024-12-16,SH600025,-0.008961513118240963
2024-12-16,SH603899,-0.009399929450919784
2024-12-16,SH603290,-0.010121388490387542
2024-12-16,SH600233,-0.010240816067661248
2024-12-16,SH600276,-0.010426215230347202
2024-12-16,SH601898,-0.010594793769307486
2024-12-16,SH601088,-0.011124877789061046
2024-12-16,SH600999,-0.011235884126334854
2024-12-16,SH600023,-0.011533382754992822
2024-12-16,SH601838,-0.0121865480756916
2024-12-16,SZ000625,-0.012353603605211597
2024-12-16,SH600010,-0.013026034172630933
2024-12-16,SH601919,-0.013135020460085035
2024-12-16,SH600941,-0.01323562944741559
2024-12-16,SH601888,-0.013461910731480835
2024-12-16,SZ000999,-0.01419125487220936
2024-12-16,SZ002916,-0.014659581255305703
2024-12-16,SH688256,-0.016860024276214632
2024-12-16,SH605499,-0.0185358842826065
2024-12-16,SH600104,-0.018828179324096295
2024-12-16,SZ300413,-0.02033923054505073
2024-12-16,SH600585,-0.020653112737054193
2024-12-16,SH605117,-0.021351806908653737
2024-12-16,SZ002230,-0.023091861053026887
2024-12-16,SZ001965,-0.023929415046486595
2024-12-16,SH600183,-0.02490860965050435
2024-12-16,SH601872,-0.025662624977948224
2024-12-16,SH600674,-0.026194158522943777
2024-12-16,SH600161,-0.026798251433326762
2024-12-16,SH600026,-0.03358943346290053
2024-12-16,SH600760,-0.03727106475756246
2024-12-16,SZ002603,-0.04234193410773997
2024-12-16,SH600406,-0.05208842408781611
2024-12-16,SZ300442,-0.0523217203463829
2024-12-16,SH600803,-0.055802243421497574
2024-12-16,SH600547,-0.06436285291953735
2024-12-16,SH600415,-0.07153620955362884
2024-12-16,SH603986,-0.10175013773129818
