instrument,score,label
SZ002920,0.0253882,-0.023756206
SH601872,0.025387663,-0.010714233
SZ000166,0.025384855,-0.0058479905
SH600026,0.025381546,-0.015841544
SZ300413,0.025379423,-0.024036467
SZ300014,0.02537911,0.059307575
SH603288,0.025378522,-0.012711942
SZ002142,0.025377844,0.011284113
SH601111,0.02537753,-0.0055172443
SH601021,0.025376443,-0.011190236
SZ002311,0.025375996,-0.007645607
SH688065,0.025375381,-0.005200863
SH603288,0.025373805,0.0031881332
SH605499,0.02537145,0.011608958
SH600150,0.025369506,-0.02406782
SH600029,0.025368754,0.0
SH601186,0.025367785,0.099885225
SZ300408,0.02536681,-0.006415367
SH603288,0.025361527,-0.0031338334
SH603259,0.025359977,-0.0013597608
SH600406,0.025359627,-0.01608777
SH600048,0.025356237,-0.033047736
SZ002493,0.025352444,0.0049455166
SZ000807,0.025351603,-0.006711483
SH600010,0.025349107,0.0
SH600745,0.02534363,-0.01792574
SZ002555,0.025339816,-0.01660645
SH600161,0.025339033,0.005380273
SH600161,0.025337819,-0.0024560094
SZ002493,0.025334496,-0.020427942
SH600886,0.025334116,-0.005025208
SZ300014,0.025332917,-0.02133578
SZ300223,0.025332686,0.013842225
SH601698,0.025327776,0.012658358
SZ300059,0.0253276,0.00072944164
SZ000858,0.025326323,0.008737206
SH688041,0.025325168,-0.05229813
SZ000651,0.025319744,0.018904448
SZ300450,0.02531961,0.008520126
SH603019,0.025319535,-0.051691413
SZ300274,0.02531876,0.09842217
SH601865,0.025317986,-0.05692309
SZ002252,0.025316488,-0.0096818805
SH600754,0.025316153,-0.00999999
SZ000977,0.025315586,-0.047681034
SH600803,0.025315566,0.014403343
SH601066,0.025314372,0.0055291653
SH603899,0.025312725,-0.0094614625
SZ002252,0.025310937,-0.014341533
SH600085,0.025309246,0.09989548
SZ300454,0.025308982,0.004856825
SH603806,0.025308702,-0.015522361
SH600089,0.025308494,0.0064889193
SZ002180,0.025308233,0.053973675
SZ300442,0.025307517,-0.02146846
SH600809,0.025307115,-0.007661581
SZ300433,0.02530244,-0.011682212
SH688303,0.025297124,-0.01719898
SH601818,0.025296811,0.003205061
SH601319,0.025296215,-0.010825455
SZ002352,0.025287349,0.0
SH601633,0.025287021,-0.003802359
SZ000166,0.025286663,0.01111114
SZ000768,0.025286216,-0.004979253
SH601898,0.025285963,-0.016719818
SZ002304,0.025284562,0.02670145
SZ002812,0.025284413,0.009042144
SH688599,0.02528416,0.1749872
SH688082,0.025283981,0.04024172
SH601615,0.025283296,0.006904483
SZ002841,0.02528258,-0.024281919
SZ000876,0.025281701,0.018423796
SH600015,0.025279347,-0.0031898022
SH601699,0.025278363,0.009790897
SH603290,0.025278006,0.0029275417
SH600025,0.025277901,0.0042327642
SZ300059,0.025277846,-0.0028489232
SZ002812,0.025277339,0.007062435
SZ002601,0.025276888,-0.08070868
SZ003816,0.025276724,0.014742017
SH688396,0.025275666,0.079464674
SH601669,0.025274348,0.0
SH600989,0.025272522,-0.007731974
SH601618,0.025271896,0.047137976
SH600061,0.025271345,-0.003708303
SH601398,0.025265466,0.0018587112
SH601668,0.025264073,0.008420944
SZ002736,0.025263056,-0.002306819
SH600436,0.025262568,-0.0052279234
SZ300628,0.025261723,0.037749648
SH600196,0.025261316,0.0011402369
SH688187,0.02525967,0.026439786
SH601898,0.025258187,-0.0007830858
SZ002202,0.025257122,0.00091922283
SH601328,0.0252553,-0.0026666522
SZ300142,0.025254767,-0.011874437
SH601088,0.025252823,0.004286051
SH600028,0.025249925,-0.009599984
SH600011,0.025249887,-0.016766489
SH600426,0.025247011,0.006410241
SH603369,0.025245871,0.008587718
SH600048,0.025244284,-0.00977993
SZ300750,0.025241528,0.016677499
SZ000063,0.025239307,0.010108829
SZ000708,0.025239285,0.025396943
SH601229,0.025238533,0.0
SH603259,0.025235675,-0.007867038
SH688008,0.025234904,0.056726336
SH601066,0.025234643,0.00795126
SZ000333,0.025234435,0.006811142
SZ300979,0.025234181,0.011749506
SH601872,0.025233125,-0.0026560426
SH600132,0.02523147,0.0064178705
SZ000661,0.025229383,-0.02716279
SH600011,0.025222804,0.027173877
SZ001979,0.025222156,0.020518422
SH600570,0.025217254,-0.002448976
SZ000568,0.02521408,-0.04073894
SH601788,0.025211107,-0.023305118
SH601877,0.025209296,0.00047075748
SH600039,0.02520708,-0.0026666522
SH600115,0.025205288,0.0075376034
SH600585,0.02520502,-0.007163286
SZ002142,0.025203977,0.016129136
SH601100,0.025203492,0.031901836
SH601377,0.025203135,-0.001953125
SZ000301,0.025199834,-0.0049751997
SH601006,0.025193501,0.0
SH603288,0.02519346,0.047341943
SH601211,0.025192555,0.0027719736
SH603501,0.025190372,0.0045666695
SH688008,0.025190193,-0.020305514
SZ300782,0.025189545,-0.0054561496
SZ000617,0.025187526,0.032928944
SH605499,0.025186535,0.0012470484
SH600019,0.025183681,0.0028777122
SH603799,0.02517965,-0.007851541
SZ301269,0.0251779,0.018689156
SH600019,0.025176678,0.04895103
SZ000651,0.025174204,0.00048828125
SH601328,0.025174174,-0.02124834
SH603486,0.025171552,-0.015415549
SH688009,0.025167298,0.0017007589
SH603290,0.025165837,-0.028567374
SH601117,0.025154565,0.015492916
SH600061,0.025154132,0.0074720383
SZ002027,0.025149483,0.029141068
SZ002555,0.025145255,0.00924027
SH688009,0.025145251,-0.0035715103
SZ000733,0.025144015,0.008918643
SZ300413,0.025139067,-0.0358786
SH603833,0.025137614,0.03472221
SH600362,0.025137026,-0.027153552
SZ002271,0.025135744,0.04512894
SH601857,0.02513266,0.010901809
SZ300782,0.025131423,-0.03002286
SZ000568,0.025130626,-0.014094949
SH688036,0.025129009,-0.018728912
SZ002493,0.025126968,-0.008130133
SZ300316,0.025126044,-0.03525859
SH601868,0.02512518,-0.004854381
SZ300122,0.02512455,0.0007674694
SH601669,0.025123004,0.0
SH603501,0.02511793,-0.0016632676
SH600426,0.025117833,-0.061744988
SH600588,0.025117658,-0.026128232
SH688981,0.025114153,-0.015843272
SH601989,0.025111515,-0.00612247
SH600196,0.025110949,0.025382876
SH601898,0.025110666,-0.029950082
SZ000938,0.025109518,0.10004556
SH688363,0.025104556,0.0016396046
SH600029,0.025103342,0.033536673
SZ300454,0.025101904,0.041635156
SH601799,0.025098512,-0.03692925
SH600660,0.025098223,-0.0051128864
SH601865,0.025097828,-0.0038483143
SH601881,0.025095712,-0.030492544
SH601698,0.025095187,0.030626416
SZ000661,0.025089849,0.024658918
SH601808,0.025088076,0.0096485615
SH601766,0.025085445,-0.0069444776
SH601901,0.025084592,0.014765143
SZ002415,0.025080852,0.0875715
SH603290,0.025079746,0.028864026
SH601877,0.025077645,-0.0203166
SZ002352,0.025077544,-0.012335062
SH600233,0.025076602,-0.0018203855
SH600309,0.025072712,0.024189353
SH603501,0.025072176,-0.0054442286
SH601698,0.025070934,-0.026022255
SH600104,0.025070403,-0.023443222
SH601699,0.025066864,0.0
SH600089,0.025064085,-0.014339566
SH601808,0.025061306,-0.044920504
SH603369,0.025060672,-0.02059269
SH601919,0.025059704,0.018720746
SH600760,0.025058765,-0.018748522
SH600919,0.02505863,-0.00929606
SH603659,0.025058243,0.014404416
SH601601,0.02505814,-0.031075418
SH600754,0.025057796,-0.00993377
SH600150,0.02505574,0.0280869
SH600905,0.025053557,-0.0022124052
SH601006,0.02505261,0.008583784
SH601766,0.025051363,-0.014308453
SZ002311,0.025049586,0.039361477
SH688271,0.025047813,0.01674223
SH600027,0.025046919,-0.030694664
SH601868,0.025044736,-0.0044444203
SH601186,0.02504472,-0.013874114
SH601319,0.025044683,-0.008196712
SH600023,0.025043923,0.0032573938
SH601888,0.025043774,0.014764309
SZ000338,0.02504282,0.028840065
SH600547,0.025039162,0.044259906
SH603799,0.02503727,-0.0016233921
SZ002271,0.02503476,0.005769253
SH688981,0.025034476,0.0040313005
SH601766,0.025033314,0.011029482
SH600803,0.025028694,-0.017241418
SH688271,0.025028232,0.009713411
SH600188,0.025028128,0.026836038
SH600161,0.02502812,-0.007630348
SZ000538,0.025026862,-0.0009756088
SZ000063,0.02502637,-0.020642221
SZ002049,0.02502599,0.0031650066
SH600845,0.025025982,0.007191658
SH600958,0.025023762,-0.0012314916
SH600026,0.02502117,-0.02313435
SH603486,0.02501804,0.01485002
SZ000651,0.025017213,-0.0015086532
SZ000999,0.025016885,-0.037564278
SZ300122,0.025015417,-0.01781255
SH603290,0.025014523,0.021366
SZ002050,0.025012333,0.055439353
SH601186,0.025009837,-0.010368645
SZ002352,0.025008652,-0.01007694
SH600030,0.025007695,0.0021833181
SH601838,0.025003303,0.025299668
SZ300122,0.025001962,-0.028048337
SZ000425,0.025001694,-0.020460427
SH601211,0.024998832,0.0073099136
SH601006,0.024992134,-0.0060423017
SH601328,0.024991069,0.015471101
SZ000708,0.024990547,0.010174513
SH601607,0.024987254,-0.0023543239
SH601628,0.024986979,0.015432954
SH600025,0.02498493,-0.022988498
SH601155,0.024983462,-0.0029910207
SH601868,0.024983142,-0.0041666627
SZ000166,0.024980862,0.0
SZ002007,0.024980295,0.017067075
SZ000895,0.024979666,0.005608201
SH603369,0.02497686,-0.017907798
SH601169,0.024976477,-0.008802831
SZ002236,0.024974637,-0.025731564
SZ003816,0.024973977,0.017326713
SH601699,0.024969492,0.041999936
SH601236,0.024969269,0.049019575
SH600048,0.024969216,0.012485743
SH600111,0.024968926,-0.005107224
SH600588,0.024967577,-0.003048718
SH600406,0.02496684,0.03036201
SH600919,0.024966706,0.0
SH601788,0.024965469,0.0040872097
SH601872,0.024963547,-0.03496504
SH600519,0.02496333,-0.00969249
SH601328,0.024960008,-0.024452984
SH600036,0.024958704,-0.0017472506
SH600887,0.024958607,-0.0125645995
SZ003816,0.024955913,0.0024331808
SZ002049,0.02495465,-0.014696479
SH600837,0.024951588,0.014223099
SZ001979,0.024950448,0.037523508
SZ000786,0.024950016,-0.007179141
SZ300750,0.024949437,-0.016887724
SH601668,0.024948217,0.03533566
SZ300124,0.024938453,-0.021759331
SH601615,0.02493674,0.018898845
SZ300979,0.02493376,-0.008276641
SZ001965,0.02493373,0.012798667
SH603986,0.024932731,-0.018055141
SH601615,0.02493259,-0.007621944
SH601728,0.024930727,0.007861614
SZ000858,0.024928968,6.997585e-05
SH688111,0.024925653,0.10176349
SZ300450,0.024925474,-0.0028694272
SH600989,0.024923842,0.0012723207
SH600026,0.024922986,0.0076510906
SH600010,0.024921661,0.014184475
SH600875,0.024919968,-0.027856767
SH600837,0.024919622,0.0011049509
SH688396,0.024919126,-0.0010333061
SH688111,0.024918105,-0.0007522702
SH601699,0.024917025,-0.0042176247
SZ300059,0.024916176,0.031639457
SZ002271,0.024914227,0.09968102
SZ002459,0.024914213,0.0057053566
SH601818,0.024912793,0.0033444166
SZ300450,0.024911989,0.018128633
SZ002050,0.024909187,0.015204191
SH600754,0.024900813,0.10018408
SH600023,0.024899881,-0.010057449
SH601766,0.02489857,-0.041176498
SZ002493,0.024898339,0.012797117
SZ000338,0.024896685,0.007851481
SH601059,0.024896298,0.0025640726
SH600015,0.024895247,-0.0070126057
SH601800,0.024894852,-0.008027494
SH601390,0.024892326,0.011886954
SZ300999,0.024892127,-0.123221636
SH601238,0.024891932,-0.021396399
SZ002648,0.024891783,-0.022383034
SH600989,0.024891231,-0.004801035
SH688036,0.024890337,-0.025968552
SH601600,0.02488849,-0.013088942
SH601857,0.024885539,-0.012605071
SZ002916,0.02488466,-0.021534204
SZ300418,0.024884362,0.0019142628
SH601916,0.024882305,0.013986111
SH688082,0.024880607,0.12843192
SH600438,0.024878245,-0.007849336
SZ001979,0.024877552,0.09300101
SH600415,0.024877261,-0.012687385
SH600809,0.024876516,-0.053101838
SH688363,0.024875332,-0.023943067
SH601916,0.02487417,0.007042289
SZ002050,0.024873532,-0.016387045
SZ000725,0.02487294,-0.013953567
SH603260,0.02487037,0.013867497
SZ300347,0.024868775,0.016690135
SH600048,0.02486809,-0.042402804
SH600104,0.02485973,-0.0007086992
SH600547,0.024856698,0.079128504
SH600009,0.024850387,-0.012933552
SH601865,0.024848703,0.010339737
SZ000999,0.024847466,-0.028947413
SH600741,0.024845455,0.0050094128
SH688303,0.024842907,0.0014777184
SH600132,0.024840448,-0.037460923
SH600760,0.02484044,0.0065858364
SH601698,0.024840023,-0.016564488
SZ000725,0.024839852,-0.01262635
SH601390,0.024838913,0.0
SH601788,0.024834517,-0.011285245
SH601615,0.024834286,0.012560368
SZ002180,0.024834242,0.01429677
SH601088,0.024827916,0.01999998
SH600460,0.024825804,-0.015555561
SH600176,0.024823878,0.001962781
SH600026,0.024823714,0.0020310879
SH601766,0.024817064,0.0038609505
SZ000001,0.024814617,-0.0052853823
SH601615,0.024814617,-0.0014925599
SH600233,0.024814185,-0.008130133
SH600009,0.024813402,-0.008508265
SH603259,0.024811793,-0.009570599
SH603296,0.024811078,0.02001369
SH600026,0.024810076,0.0766871
SH601012,0.024808545,0.06443775
SZ002001,0.024808351,0.011864424
SZ000651,0.024807766,-0.0024795532
SH688271,0.02480628,0.011188149
SZ300979,0.024806205,0.012695193
SZ300033,0.024805892,0.015574098
SH601186,0.024801645,-0.002352953
SH601336,0.0248014,0.013723612
SZ000768,0.02479868,0.014837861
SZ300450,0.02479827,-0.0016200542
SH688363,0.024797346,-0.03859085
SH600489,0.024793576,-0.015526116
SZ300957,0.024792183,-0.0059891343
SH688008,0.024792057,0.016494513
SH601155,0.024790015,-0.0010460019
SH600887,0.024787556,0.0124025345
SZ000792,0.024787176,-0.0035170317
SH601377,0.024784718,0.0
SH601618,0.02478348,0.0029412508
SH603019,0.024783138,-0.03832054
SH603993,0.02478106,0.023333311
SH688396,0.024779651,0.048023462
SH603019,0.024776641,0.03330195
SH600019,0.024776433,0.0
SH601898,0.024774853,0.017988563
SH603986,0.024773587,0.00984776
SH600760,0.024771009,-0.031007707
SZ002202,0.024769325,0.0063693523
SZ000661,0.024768356,-0.022751093
SZ000792,0.024766944,-0.0006901622
SH603993,0.024766233,0.023294449
SH688012,0.024765927,-0.051700234
SH603288,0.024765108,0.0086455345
SH601336,0.024763335,0.009430885
SZ300033,0.024760623,-0.001159668
SZ002821,0.024759118,0.07969487
SH600887,0.02475902,0.011164904
SZ301269,0.024758961,-0.0063922405
SH600887,0.024755996,0.053260803
SH603296,0.024752427,-0.010416627
SZ000333,0.024750706,-0.016460896
SH601799,0.024749365,0.015235186
SZ002074,0.024748717,0.041879416
SZ300418,0.024747852,-0.03237295
SZ002074,0.024747211,0.030546546
SZ300142,0.024747174,0.036028147
SH688126,0.02474666,0.006077051
SH688599,0.024745975,0.0088608265
SZ000568,0.024743933,0.022434473
SZ000002,0.02474055,-0.011827946
SH600015,0.024740238,-0.0073421597
SH688041,0.024738148,-0.02314639
SH600900,0.024737377,0.018000007
SZ000807,0.024737295,0.0148950815
SH603288,0.024736498,-0.017417073
SH600176,0.024734277,-0.014734745
SZ000069,0.02473019,0.10188675
SZ002236,0.024729047,-0.0052847266
SH603659,0.024724249,0.053869963
SH600732,0.024720995,0.034834385
SH601238,0.024720537,0.018369675
SZ002142,0.024716694,0.0015455484
SH601998,0.024716351,0.0032154322
SH601919,0.024715956,0.09172809
SH600745,0.024715584,0.02172482
SH601012,0.024715457,-0.028158844
SH600019,0.024708528,0.0014662743
SZ300347,0.024706606,0.01061058
SH600837,0.024703462,0.0023310184
SH600958,0.024701525,0.009153366
SH600309,0.024701465,-0.021813154
SH601601,0.024697755,0.00070250034
SH601155,0.024694148,-0.020331323
SH603659,0.024694044,-0.01581806
SZ300033,0.02469403,0.063999176
SZ001979,0.024692398,0.003108859
SZ000617,0.02468947,-0.010948837
SH601916,0.024688873,-0.0105262995
SH600900,0.024687191,0.009989262
SZ300896,0.024676386,-0.020479143
SH601989,0.024674926,-0.004090011
SZ000977,0.024673153,0.029366255
SH600489,0.024671782,0.00877893
SH688126,0.024669696,0.01957941
SH601360,0.024669483,-0.078151226
SH688271,0.024668511,-0.023394048
SH600436,0.024667386,0.012821555
SZ002459,0.024666894,-0.016637981
SH601615,0.024666797,-0.04147464
SZ300957,0.024664924,0.0065237284
SH601328,0.024664432,0.0325644
SZ002493,0.02466147,-0.019296229
SH601211,0.024655256,0.0013879538
SH601601,0.02465515,0.02936101
SH601633,0.024655063,-0.009447157
SH600900,0.024653312,-0.028804898
SZ300124,0.024652448,0.015789509
SZ000338,0.024652097,-0.0046002865
SH600606,0.024651427,0.100529075
SZ002049,0.024650995,0.0022814274
SH603369,0.024648938,0.015588641
SZ000999,0.024648417,-0.009065568
SH601600,0.024647888,-0.026806593
SH601169,0.024646256,0.025500894
SH600183,0.024641294,0.02931881
SH601669,0.024636645,0.0
SH601698,0.024636026,0.009216547
SH601766,0.024634808,-0.011658013
SH601229,0.024632977,0.0044248104
SZ000001,0.024632458,-0.001745224
SH600460,0.024628554,-0.021533549
SH601006,0.02462538,-0.0013549924
SH600918,0.02462532,-0.017964125
SH600926,0.024624337,-0.0043923855
SZ002180,0.024623234,0.0040687323
SZ300919,0.024622161,-0.04373336
SH600018,0.024619317,-0.011235952
SZ300418,0.024617586,-0.01426667
SH603486,0.02461705,-0.01366061
SH600584,0.024613533,0.049367547
SZ000063,0.024613168,-0.021284223
SH600019,0.024613041,-0.009174347
SH600926,0.024612766,0.0036798716
SH601211,0.024611954,0.0
SZ300782,0.024609346,-0.0058805346
SZ000625,0.024609055,0.019965291
SH601838,0.024608899,0.0019391775
SH601800,0.024608452,-0.0075431466
SZ300033,0.024600808,-0.015293419
SH601995,0.024599392,0.015097022
SZ003816,0.024598647,0.0051813126
SH601236,0.024598364,0.012747884
SH603019,0.024595309,0.013333321
SZ000876,0.02459516,-0.023255825
SZ002074,0.024595026,0.02355659
SH601898,0.02459244,-0.0007587075
SZ002736,0.024591561,-0.0055803657
SH600918,0.02459139,-0.0047771335
SH600011,0.024590852,0.004439473
SH600000,0.024590682,-0.0055021048
SH603833,0.02458981,0.010373712
SZ002050,0.024586622,0.100000024
SH603260,0.024586063,-0.0648129
SH601857,0.024582334,0.013282776
SH601117,0.024581868,0.0014619827
SH600690,0.024577025,0.033772707
SH600150,0.024576914,0.009446621
SZ000157,0.024575625,0.0060606003
SZ000538,0.024574736,0.009105682
SZ002920,0.024572466,-0.045426488
SH601998,0.024571273,-0.010752678
SZ000963,0.024570849,-0.00029194355
SZ300628,0.024570826,-0.009952188
SH601600,0.024570685,0.03669727
SZ300957,0.024569187,-0.005582571
SH601865,0.024568629,-0.010718167
SH601238,0.024561916,0.0
SH600900,0.024560992,0.015572786
SH601901,0.024560694,0.010428786
SH603392,0.024560641,-0.018149495
SZ000069,0.024559502,0.02422142
SZ300413,0.024559323,0.029964447
SH600276,0.02455436,-0.020904064
SH688187,0.024552304,0.024765134
SH601628,0.024551082,-0.013347328
SZ002555,0.02454659,-0.014907539
SH601877,0.0245463,-0.031088054
SH601377,0.024544563,0.0
SZ001965,0.024543632,0.0106076
SZ003816,0.024541792,0.012578607
SH600958,0.024538845,-0.008086264
SH603833,0.024537489,0.08187652
SH601916,0.024536539,0.01010108
SH600015,0.024536457,0.0
SZ000538,0.02453491,0.022727251
SH601012,0.024533335,-0.01232487
SZ000876,0.024530899,-0.005285442
SH605117,0.02452812,-0.012059033
SZ300308,0.024527747,0.014828563
SH601100,0.024526242,-0.0045638084
SZ300413,0.024524633,-0.01984942
SZ000786,0.024522994,0.009373784
SH601360,0.024521109,-0.052631557
SH600919,0.02451903,0.0138190985
SZ002304,0.024518855,-0.009012401
SH600188,0.024517965,-0.022053182
SH603986,0.024513993,-0.010141194
SH600760,0.024512026,-0.0044565797
SZ300751,0.024511266,0.10616994
SZ002459,0.024508428,-0.019120395
SZ002304,0.024507914,0.0024065971
SH601988,0.024504002,-0.026607513
SH688012,0.024502877,-0.056123912
SH601838,0.02450183,0.047344923
SH600926,0.02449948,-0.021998227
SH600104,0.02449568,0.021722198
SH601872,0.024492864,0.010189176
SZ000596,0.024489913,0.007954121
SH601988,0.024488118,-0.008869231
SZ300763,0.024485726,-0.027503729
SZ000895,0.024483036,0.006175518
SZ000858,0.024481198,-0.010143995
SH600011,0.024480794,0.0
SH600547,0.024479846,0.023047924
SZ300999,0.024478523,-0.0025916696
SH601728,0.024478395,-0.021775484
SZ300661,0.024476614,0.014086127
SZ300496,0.024476033,0.02331245
SH603899,0.024475623,0.014127135
SZ300832,0.024475578,0.019044757
SZ300999,0.024475243,0.0033079386
SH601633,0.024474625,-0.016949117
SH600031,0.024471924,0.0
SH600660,0.024471555,-0.0010502338
SZ002180,0.024471287,0.08028877
SH600346,0.024470817,0.010932922
SH601899,0.024466071,0.057613134
SH600745,0.024465416,0.0021624565
SH603288,0.024460692,-0.019208372
SH603195,0.024458472,0.015096068
SH600015,0.024456877,0.006896496
SZ000625,0.02445281,0.041237116
SZ000617,0.024452124,-0.050000012
SH600000,0.02445041,-0.003605783
SZ000792,0.024449412,-0.012923062
SH600332,0.024448682,-0.013211668
SZ300408,0.024446663,-0.011406839
SZ002594,0.024444629,0.0058059692
SH601211,0.024443563,0.0
SH600489,0.024442289,0.006672263
SZ300751,0.024441916,0.025203228
SH600837,0.024438132,-0.010297418
SZ000876,0.024437655,0.016824365
SZ000807,0.024437364,-0.0021246076
SH601916,0.024437245,-0.0066666603
SZ002179,0.02443399,0.00029921532
SH600919,0.024433944,-0.008353174
SZ002709,0.024431702,0.08223057
SZ002916,0.02442858,-0.010449171
SH600426,0.024427164,0.009073734
SZ300059,0.024425548,-0.013109982
SZ300015,0.024424199,0.032595277
SH600132,0.024419222,0.010145187
SH600741,0.024418527,-0.020833313
SH600585,0.024418205,0.02330029
SH600010,0.024416555,-0.030674815
SH688065,0.02441411,0.055811644
SH600919,0.024413157,0.00587368
SZ300763,0.0244121,0.0060087442
SH601336,0.024411958,0.010123372
SZ000333,0.02441061,0.02643931
SZ300347,0.024410278,-0.0010041595
SZ002466,0.024407376,0.0625
SH600161,0.024405537,-0.0020617843
SZ002841,0.024405349,0.002617836
SH601985,0.02440476,-0.008341014
SH601838,0.024404313,-0.010695219
SZ000568,0.024403635,0.029280186
SZ300498,0.024402384,-0.01010102
SZ000938,0.024400879,-0.015055537
SZ002230,0.024400562,-0.024954915
SZ300832,0.024399307,-0.01974219
SZ300442,0.024398614,0.016814709
SZ002007,0.024395261,0.00207901
SH688036,0.024394896,0.0029819012
SZ002027,0.024394367,-0.0036101341
SH601800,0.024391342,0.03289473
SZ002736,0.024389971,0.0022804737
SH600362,0.02438993,0.0066633224
SH688303,0.024389807,-0.019586086
SH600183,0.024386521,-0.00044935942
SH600276,0.024385486,0.014377952
SZ000963,0.024385106,-0.013550103
SH601628,0.024384636,-0.009168208
SH601633,0.024383623,0.017732143
SH603195,0.024381105,0.007755637
SH600029,0.024378587,-0.01100415
SH600905,0.02437593,-0.014675021
SH600690,0.024374489,0.008146644
SZ002352,0.024374168,0.043430448
SH600219,0.02437358,0.041871905
SZ002001,0.024373237,0.023668647
SZ002050,0.024370644,0.011312246
SH601390,0.024370108,-0.0015221238
SH688036,0.024369765,-0.0066400766
SZ300896,0.024367351,0.032174945
SH601009,0.024367034,0.041095853
SH600436,0.024361242,0.04970932
SZ002493,0.024358261,0.0
SH600061,0.024353664,0.010558009
SZ002475,0.024353586,-0.034715235
SZ000661,0.024352498,-0.02679652
SH601857,0.024349984,0.002752304
SH600837,0.02434722,-0.0059031844
SH601888,0.024347018,0.008821726
SH600600,0.024346668,-0.02969426
SH600845,0.024344418,0.053678513
SH600519,0.02434193,-0.01114881
SZ000792,0.024340909,-0.053919077
SZ000069,0.024340477,-0.009803891
SZ000425,0.024339974,0.083213806
SZ000063,0.02433798,0.0020508766
SZ000100,0.02433632,0.0
SH600309,0.024334047,0.0073364973
SZ000538,0.024332989,0.00019609928
SH600036,0.024330582,0.011764765
SH600489,0.024329614,0.0013332367
SH600150,0.024328146,0.001396656
SH600426,0.024325851,-0.01872933
SH600585,0.0243246,0.019474149
SH601169,0.02432308,-0.022346318
SH603833,0.024321437,-0.024160087
SZ002074,0.024321247,-0.017142832
SH603799,0.024320994,0.049954534
SH601059,0.02431966,0.0032154322
SZ002714,0.024318948,0.020979047
SH601601,0.024318833,-0.013843358
SH688363,0.024316315,-0.00569427
SH601117,0.024315257,0.0048309565
SH601899,0.024313573,-0.0028312206
SH600030,0.024312865,0.0010368824
SZ000895,0.02431031,-0.0029264688
SH600016,0.02431016,0.0025316477
SH601238,0.024309885,0.010335922
SH601668,0.024307568,-0.01571709
SH600019,0.024306964,-0.009022534
SZ002236,0.024306867,0.019115806
SZ002180,0.024305966,-0.0031468272
SZ300999,0.024305519,-0.012578607
SH601111,0.024304617,-0.0026702285
SH600332,0.0243041,0.001018405
SH600115,0.02430189,0.0053908825
SH600111,0.024296712,-0.004083693
SH603392,0.0242952,0.014591217
SH600050,0.024294917,0.07269156
SZ000800,0.024292603,-0.03618425
SH688396,0.024291055,0.0021209717
SH601989,0.024290774,0.025316358
SZ000895,0.024290666,-0.0059096217
SH601868,0.024289068,0.012820601
SH600570,0.024287064,0.0004298687
SZ300413,0.02428339,-0.15866035
SZ002821,0.024283228,0.00094497204
SZ300142,0.024283212,-0.011304438
SH600938,0.024282519,0.019658685
SH601766,0.02428225,-0.010778427
SH600732,0.024280954,0.0
SH600926,0.024280142,0.013435602
SH601318,0.024277706,0.00054097176
SH600233,0.02427515,-0.00078737736
SZ002920,0.024274748,0.009661317
SZ000625,0.024274264,-0.0136986375
SZ000069,0.0242729,0.034653425
SH688223,0.024271086,0.06936419
SZ300979,0.024269555,0.014803767
SH601186,0.024269182,-0.0060023665
SH601658,0.024268541,0.03486228
SH600745,0.024264965,-0.0068627
SH600061,0.024263095,-0.0017094016
SZ002304,0.02426036,0.0040683746
SZ000157,0.024259735,0.008849621
SH688396,0.024259184,0.0026849508
SH603986,0.02425887,0.009626269
SH600089,0.02425528,0.012694001
SH600000,0.024254847,0.001219511
SZ001289,0.024253882,-0.009809554
SH601166,0.024251569,-0.0040872097
SH601336,0.024249982,-0.01807636
SH603899,0.024247784,0.048526883
SH688363,0.02424727,-0.043222964
SH600918,0.024246026,0.04953575
SZ002074,0.024243336,0.07747555
SZ000895,0.024243291,-0.012663841
SZ002352,0.024242844,-0.020870984
SH603392,0.024242777,0.0766561
SH600690,0.024240766,0.019183755
SH600893,0.024233412,-0.031035244
SH600196,0.024232637,-0.011952162
SZ000408,0.024232265,-0.040135086
SZ002709,0.024231125,0.0
SH601601,0.024230022,0.016834855
SZ000800,0.024229523,-0.0011037588
SH600999,0.024229445,-0.0047813654
SH603986,0.024228761,0.058555484
SZ300763,0.02422743,0.06950116
SZ002129,0.024225552,-0.034026444
SH600018,0.024225045,-0.010169506
SH601816,0.024222154,0.018018007
SZ300782,0.02422123,-0.018567324
SZ002603,0.024220604,-0.022896409
SZ000963,0.024218816,0.020165682
SH601211,0.024217721,0.01697421
SH601328,0.02421746,0.004032254
SH601800,0.024212305,0.007407427
SZ000725,0.024211828,0.0074441433
SH600406,0.02421086,0.00040781498
SZ002202,0.024210129,0.006536007
SZ000301,0.024209026,0.037712812
SH601985,0.024209011,-0.0064240694
SH601816,0.024208825,-0.009900987
SZ002459,0.024208743,0.0076087713
SZ300759,0.02420796,-0.00053817034
SZ300450,0.024205394,0.0015503168
SZ300496,0.024203468,0.026866794
SZ002050,0.02420177,0.055935144
SH688981,0.02419991,0.024374366
SH600941,0.024194274,-0.0036350489
SZ000807,0.024193246,0.004851103
SH601865,0.024193197,-0.0068704486
SH600219,0.024193112,-0.053191483
SH600346,0.024190541,-0.0017436743
SZ300316,0.024189223,-0.030744314
SZ002938,0.02418885,0.053905725
SH601138,0.024187263,0.0999558
SZ300782,0.024185568,0.032312274
SH601021,0.024185482,-0.021305442
SZ002050,0.024185292,0.021853566
