instrument,score,label
SZ000963,0.009109732,-0.00064468384
SZ000651,0.009106431,0.0047169924
SZ000333,0.009105962,-0.010685146
SZ300763,0.009105641,-0.019126117
SH600276,0.00910401,0.014298558
SH603296,0.009101683,-0.029650688
SZ300316,0.009101633,0.027877688
SZ002812,0.009101365,-0.015552044
SH600803,0.009099741,-0.013933539
SH600372,0.009097721,0.0
SH600018,0.009097677,0.0
SZ300957,0.0090962015,-0.014938474
SZ000786,0.009095687,-0.0034034848
SZ000100,0.009094808,-0.008714557
SH601878,0.0090943035,0.024224877
SZ001965,0.009093482,0.027538776
SH600346,0.009090867,0.02814138
SH601868,0.009090792,-0.0049019456
SZ000625,0.009087142,-0.0067158937
SZ000768,0.009086762,-0.019051135
SH603369,0.009082977,0.0025275946
SZ000157,0.009082552,-0.013921142
SH601800,0.009079475,0.0036674738
SZ300347,0.00907563,-0.0009407997
SZ000301,0.009073589,-0.012154698
SZ002938,0.009073254,0.004081607
SH688082,0.0090732165,-0.011935413
SZ000568,0.009071637,0.030871272
SZ000338,0.00907075,-0.018507123
SH600893,0.009070311,-0.027887344
SZ002352,0.009069238,-0.00025743246
SZ000977,0.009069145,-0.021041274
SH600196,0.009068776,0.014141321
SH600415,0.009066839,-0.0067114234
SH688363,0.009064857,0.008073807
SH603899,0.009062532,0.05295372
SZ000001,0.009062458,0.0059372187
SZ000977,0.009061638,0.0037878752
SH600690,0.009061515,-0.0065789223
SH603296,0.0090597235,0.014273405
SH600000,0.009059597,0.010362744
SH601398,0.009059411,0.0036497116
SH600660,0.009058852,0.011640191
SH600732,0.009058777,0.10000014
SH601985,0.009058323,-0.003659606
SZ002493,0.00905757,0.009025335
SZ300832,0.009057481,0.012898445
SH601998,0.009054784,-0.0030864477
SH600803,0.009054782,0.004385948
SH600015,0.009054456,0.012158036
SH600025,0.009053685,-0.011178911
SH601995,0.009053025,-0.010807097
SZ000001,0.009051327,-0.0029041767
SZ000800,0.009050924,0.008939981
SH601398,0.009050865,0.008431673
SH688126,0.009050716,0.0040267706
SH601799,0.009049606,0.021010756
SZ000568,0.009049188,-0.019205332
SH601669,0.009049069,0.01535511
SH600938,0.009048138,-0.021763265
SZ000617,0.009047288,-0.029508173
SH601288,0.009042624,0.004132271
SH603659,0.009042624,-0.0009858012
SH601088,0.00904249,0.009441614
SH601377,0.009042043,0.010020137
SZ300347,0.009041581,0.039549947
SZ002001,0.009041544,0.0036866665
SZ300413,0.009040359,0.011052728
SZ300760,0.009039706,0.0013333559
SZ002460,0.00903945,-0.010619521
SH600026,0.009038974,-0.0015326738
SH600570,0.00903878,0.023409843
SH600690,0.009037927,0.015261054
SH603019,0.009037118,0.03653741
SZ300759,0.009036709,-0.026355803
SH600585,0.0090364255,-0.011049688
SH600845,0.009036142,-0.005390823
SZ002142,0.009036044,0.00902319
SH601668,0.009035964,-0.016155124
SZ300759,0.009032983,-0.04832214
SH600588,0.009030212,0.0
SH688981,0.009030167,-0.0010576844
SZ000983,0.00902972,0.014558673
SZ000425,0.009028364,-0.016975343
SH600588,0.00902814,-0.038812876
SH603290,0.009027008,-0.013372242
SH601818,0.009025596,0.003058076
SZ000725,0.009023149,0.0
SH600089,0.0090215355,-0.012794614
SH601117,0.009021055,0.01835978
SH688223,0.0090206005,-0.006119907
SZ000069,0.009018812,-0.030927837
SH601901,0.0090183355,0.0
SZ000063,0.009018231,0.0030329227
SZ000768,0.009017143,-0.00040012598
SH600436,0.009013925,0.100004196
SH601988,0.009013835,0.0022934675
SH600030,0.009013463,0.0060772896
SH601318,0.009013239,-0.0026900768
SZ002049,0.009013075,0.038587213
SH601877,0.009011861,-0.03560531
SH688303,0.009011764,-0.0023964643
SZ000166,0.009011526,0.0021977425
SH601916,0.0090109445,0.014440417
SH605117,0.009009238,-0.02176094
SH601658,0.00900713,-0.004301131
SH603392,0.009006131,-0.00808382
SH600918,0.009005643,-0.00444448
SH600028,0.009005144,0.00312984
SZ000786,0.009004045,-0.0046433806
SH601012,0.008996669,-0.06017506
SH603799,0.008996118,0.046001673
SH601390,0.008994576,-0.0015974641
SZ000069,0.008991525,-0.004950464
SH603659,0.0089914985,-0.02354145
SH601615,0.008991215,0.009523869
SH603019,0.008990888,0.020825744
SZ300759,0.008987971,-0.018250465
SH603799,0.008986814,-0.010711849
SH601668,0.008982319,0.036918163
SH600019,0.008981947,-0.021459222
SH601225,0.008980839,-0.014634192
SH600089,0.0089800395,-0.006460905
SH600030,0.008979712,0.04651165
SH600732,0.008977253,0.05913055
SH600660,0.008975897,0.005560398
SZ000301,0.008975126,-0.003118515
SH600028,0.008974981,-0.0015152097
SZ300142,0.008974332,-0.008112133
SH600795,0.008972932,0.0020160675
SH600031,0.008972343,-0.004946947
SH600039,0.0089718625,-0.08618331
SH600026,0.008970484,0.008807063
SH600570,0.008968852,-0.032396317
SZ002460,0.008966897,0.020083904
SH600519,0.008965787,0.0039452314
SZ000877,0.00896414,-0.0069324374
SH601868,0.008961875,-0.009615421
SZ300014,0.008961815,0.0504179
SH600309,0.008961409,0.024735093
SH601236,0.008960273,0.013192534
SH688111,0.008958649,-0.024748325
SH600900,0.008955661,-0.0048061013
SZ000002,0.008950431,0.026898742
SH601390,0.008950243,0.0077519417
SH600188,0.008950198,0.04001546
SH600019,0.008950174,0.020895481
SZ002311,0.008950081,-0.0036605
SZ002311,0.0089495815,-0.026115835
SZ300750,0.008948971,0.011404157
SH601009,0.008947048,0.0010460615
SZ300347,0.0089443885,-0.02820003
SH600919,0.008944094,0.014755964
SH600585,0.008943889,0.0071070194
SZ000876,0.008943219,0.0046565533
SZ003816,0.008941207,0.013123393
SH601021,0.008940015,-0.011617243
SZ000001,0.008938614,0.004094124
SH601066,0.008938286,0.0053334236
SZ300418,0.008937467,0.051531553
SZ000301,0.008935321,0.023185492
SZ002202,0.008933444,0.040040016
SH603486,0.008931637,-0.012948453
SH601808,0.008930992,0.0019973516
SH600875,0.0089283995,0.05126357
SH601658,0.008926962,-0.0021141768
SH601989,0.008925248,0.0
SZ000999,0.008924419,0.026913166
SH600660,0.008923937,0.01081562
SH600588,0.008920472,-0.053941905
SH601009,0.008918744,0.0021458864
SH600039,0.008917797,0.0
SZ000333,0.008917797,0.007245183
SH601166,0.008917455,0.008886218
SZ000100,0.008916948,0.016913414
SH600674,0.008912668,0.014797926
SH600732,0.008912545,-0.049063325
SZ300498,0.008909207,-0.0337137
SH601009,0.008904476,-0.09912282
SH600438,0.008904088,-0.006369412
SH601390,0.008903328,0.013412833
SH601100,0.008901659,0.029900312
SH600346,0.008897241,0.047067404
SH600606,0.008896526,0.028571367
SZ002142,0.008896161,0.0076738596
SH601995,0.008895937,-0.022111297
SH601939,0.008895729,0.04632151
SH688126,0.008894894,0.03759396
SH601238,0.0088936575,0.010309219
SZ000999,0.008893121,0.006132126
SH600011,0.008891899,0.02357316
SZ000002,0.008888762,0.005302191
SZ000100,0.008884672,0.02869749
SZ000001,0.008882839,0.0
SH601186,0.00888202,-0.010882735
SH688008,0.008879084,-0.0045078993
SH601138,0.008878268,0.051455736
SZ000938,0.008877311,-0.04944116
SH600426,0.008876953,-0.024318695
SH601865,0.008876376,0.100049734
SH601336,0.008874062,0.007074833
SH600309,0.008873198,-0.0045752525
SZ300418,0.008868147,0.048265815
SZ300142,0.008866083,0.023984075
SZ300751,0.008864384,-0.029934347
SZ000733,0.008862931,-0.012684941
SH600606,0.008862227,-0.02702701
SZ000625,0.008860853,0.008940935
SZ300661,0.008860087,-0.007771671
SZ001289,0.008858468,0.025027275
SH600011,0.008857701,0.028402328
SH600690,0.00885636,-0.008444428
SZ000338,0.008856211,0.016069174
SZ000963,0.008853521,0.000295043
SH603259,0.008852977,0.03315115
SZ300760,0.0088507645,0.011509538
SH600029,0.008850139,-0.023333311
SH601901,0.008849073,-0.0022936463
SH601319,0.008846972,0.008528829
SH600460,0.008843627,-0.012802243
SH600061,0.008843366,0.0
SZ002709,0.008843306,-0.009219408
SH600600,0.008842442,0.037196755
SZ000768,0.008842301,-0.024553537
SH601618,0.00884198,-0.018018067
SH601857,0.008841004,-0.0011560321
SH600115,0.008840058,-0.0027173758
SH601877,0.008838553,-0.017102122
SH600176,0.00883605,0.014869928
SH601319,0.008835051,-0.009652495
SZ000895,0.008834872,0.011502147
SH600085,0.008833069,-0.0051082373
SZ000807,0.008832209,-0.004604697
SH600031,0.008828476,0.0049874783
SH688012,0.008827638,0.01634252
SH600188,0.008827221,-0.011115491
SH688256,0.008825634,-0.00017029047
SH688187,0.008825038,0.0289855
SZ002027,0.008821551,-0.0063896775
SH600009,0.008821446,-0.0150850415
SZ002648,0.008819912,0.00698483
SH601699,0.008818809,-0.026827991
SH688396,0.008818518,-0.00053066015
SZ002252,0.008817468,0.023426056
SZ000768,0.008816,-0.0015249848
SH601615,0.008815873,-0.100000024
SZ002180,0.008814964,0.028014064
SZ300418,0.008813631,0.014191031
SH600011,0.008812297,-0.0040816665
SZ000858,0.0088115,-0.0064541698
SH601816,0.008809973,0.011131644
SZ000651,0.008809965,-0.01704669
SH600061,0.008809425,-0.0052631497
SH688126,0.008808669,0.027152896
SH601989,0.008807655,0.0
SH688012,0.008806672,0.03215754
SZ300759,0.00880615,-0.039929986
SH603806,0.008805852,0.042113423
SZ002475,0.008803334,-0.0061637163
SZ002460,0.008801226,0.005747199
SH600085,0.008797508,0.018363237
SZ002709,0.008794103,-0.02887392
SZ000001,0.008792285,-0.008665502
SH600600,0.008788992,0.0015023947
SH601668,0.008788902,0.0032787323
SZ002459,0.008787874,0.018815279
SZ002271,0.008787435,0.017867446
SH601012,0.008786308,0.096153855
SZ300014,0.008786079,0.029997945
SH600000,0.008785028,-0.016293287
SZ002241,0.008784775,0.00065612793
SH688126,0.008783001,-0.021390319
SZ000538,0.008782212,-0.008314908
SZ000333,0.008779999,0.011344552
SH601788,0.008779656,-0.024361253
SH600600,0.008778125,-0.011387765
SH688041,0.008776974,-0.025044024
SZ002049,0.008774202,-0.024347842
SH601838,0.008772556,-0.01436609
SH603993,0.008771982,0.001201868
SZ002252,0.008771818,-0.008042932
SH601238,0.008770939,0.0057936907
SH600803,0.008770734,-0.004247308
SZ003816,0.008764211,-0.014669895
SH600196,0.008762505,-0.0030314326
SH601615,0.008762341,0.0121279955
SZ003816,0.008761991,-0.0026316047
SH603288,0.008760858,0.012121201
SZ001979,0.008758757,-0.030601084
SH603260,0.008757871,-0.029918373
SH600031,0.008756835,-0.0040887594
SZ002916,0.008756187,-0.00045788288
SZ000625,0.008755911,-0.038814366
SH600019,0.008755717,-0.014903128
SH601872,0.008755136,0.017610073
SH601818,0.008754257,0.016834974
SH600233,0.008751985,0.029114008
SH601898,0.008751575,-0.010186791
SZ002812,0.008748475,0.014338493
SH601668,0.008747514,-0.011193991
SH601939,0.008746851,0.004860282
SZ002594,0.008742947,-0.025530398
SH600887,0.00874145,0.010661721
SH600674,0.008741427,0.028781056
SZ000538,0.008739829,0.004100561
SZ002555,0.008737065,-0.0015301704
SH600845,0.008736435,-0.012968957
SH600115,0.0087318085,0.0027472973
SH601766,0.008730672,0.0073313713
SH600926,0.008730236,0.0052671432
SH601398,0.0087293275,0.0033955574
SH600754,0.00872824,0.03333342
SH601699,0.008728005,0.04033172
SH600919,0.00872672,-0.0051745772
SH601618,0.008725513,0.054711223
SZ002001,0.008721996,0.026041627
SH600690,0.008721832,0.010547876
SH601998,0.008718442,0.027982354
SH600905,0.0087174885,-0.006134987
SZ002049,0.008717366,0.021041393
SH688082,0.008716531,0.008283019
SZ002920,0.008716341,-0.003217578
SZ300450,0.008714978,0.014388442
SH601166,0.008711938,-0.00385046
SH600015,0.008711703,-0.0029368997
SZ300142,0.008710783,0.10341728
SH600674,0.008709732,-0.002362609
SH600161,0.008708399,-0.0070052147
SH688041,0.00870708,0.018334746
SH601939,0.008705523,0.005563259
SH600809,0.008703548,-0.035844326
SH600039,0.008700807,-0.028806508
SZ002648,0.008700449,-0.0025237203
SZ002594,0.008699689,0.011607528
SH603260,0.008698422,-0.041544914
SH601919,0.00869574,-0.009161472
SH603369,0.008695032,-0.0041794777
SH601169,0.008694921,0.0
SH688981,0.008694094,0.026719928
SH600809,0.008693283,-0.034361005
SZ002371,0.008693058,-0.013359129
SZ002821,0.008692656,-0.019170046
SH600999,0.00868981,0.0029791594
SH601877,0.008689556,-0.00994122
SZ002230,0.00868829,-0.03586799
SZ000002,0.008688252,-0.019583762
SZ002050,0.008687798,0.0105262995
SZ002049,0.008687256,-0.016073346
SH601788,0.008686967,-0.0040555596
SH601021,0.008684415,-0.012832105
SZ001979,0.008677293,-0.03856039
SH600803,0.008676995,-0.010319889
SH600999,0.008675579,0.008649468
SZ002410,0.008675445,-0.021459162
SZ002311,0.008673731,0.002677679
SH605499,0.008673217,0.034357786
SH600875,0.008673061,-0.008176148
SH601838,0.008672547,0.0031152964
SH600406,0.008671816,0.0004066229
SZ002271,0.008671213,-0.012559772
SZ002460,0.008670054,0.0105342865
SZ002736,0.008668881,0.002439022
SZ002714,0.008668426,0.036694646
SZ000800,0.008667845,0.0045609474
SZ300750,0.008667361,0.01173079
SH601699,0.008666407,0.008150458
SZ300059,0.008665685,-0.026053607
SH688223,0.008665044,0.0053334236
SZ002736,0.0086632185,0.00464046
SH601059,0.0086628385,-0.10021323
SH688187,0.008662585,0.021473527
SH601236,0.008661497,0.054644704
SZ000792,0.008660402,0.027008772
SH601788,0.008659914,0.05274725
SZ002916,0.008659553,0.100000024
SZ000651,0.008657943,0.021244287
SZ000425,0.008655459,0.00914073
SH601800,0.008654747,-0.028998971
SH600760,0.00865281,-0.013642848
SH601901,0.008649394,-0.0099874735
SH688363,0.008647818,-0.006569624
SZ300122,0.008647542,0.0077483654
SH600875,0.008647356,-0.0006272793
SH601628,0.008646291,-0.0037016273
SH600089,0.0086461045,-0.008995533
SH601390,0.008645818,-0.0030441284
SH601186,0.0086452775,0.021231413
SH601989,0.008643966,-0.0042825937
SZ300450,0.008642014,0.019480586
SH601211,0.008640941,-0.0067163706
SZ000983,0.008638974,0.011655092
SZ002180,0.008636508,-0.04857856
SH688008,0.008633837,-0.0017277598
SZ300033,0.008633796,0.028015018
SH601229,0.008633491,0.004149437
SZ000157,0.008633453,0.013836503
SH600150,0.008633051,-0.030051827
SH601658,0.008632798,0.011834264
SH601877,0.008630883,0.0048282146
SZ301269,0.008630689,-0.014333665
SZ002129,0.008630298,-0.013166606
SH600519,0.00862946,0.0021817684
SH601989,0.008628149,-0.012820542
SZ002821,0.008627567,-0.0075478554
SH600233,0.008626804,-0.0114325285
SH600085,0.008624408,0.003456235
SZ300750,0.00862279,-0.02155006
SH600011,0.008622233,0.018934965
SH600570,0.008621667,-0.008856058
SZ301269,0.0086189285,-0.01286602
SH600958,0.008617442,0.0023640394
SH601238,0.008614901,-0.0013333559
SH601377,0.008613285,-0.024778783
SH600176,0.008613214,0.0030456781
SZ000069,0.008611117,0.010033488
SZ000858,0.008608449,-0.00054365396
SH600019,0.008597728,0.0056898594
SH600015,0.008596294,-0.011925042
SH600061,0.00859594,0.0
SZ003816,0.00859182,-0.0076335073
SH601816,0.008591205,0.0071173906
SH688036,0.008591179,-0.0036839247
SH601899,0.00859065,-0.028169036
SZ300442,0.008590434,-0.06353694
SH600674,0.008589324,0.020856857
SH600515,0.0085882135,-0.008379996
SH601865,0.008585658,-0.026697218
SH600436,0.008583035,-0.004223168
SH688036,0.008581016,-0.014231682
SH688599,0.008578587,0.023018003
SH601229,0.008573767,-0.005420089
SZ002594,0.008573379,0.04153967
SH600415,0.008570392,-0.021691978
SH601238,0.0085696615,-0.028473854
SZ000425,0.008569408,-0.0015337467
SZ300124,0.008567374,0.021892786
SH601699,0.008566473,0.005867958
SH603392,0.008565027,0.030587912
SZ002714,0.008563947,0.008249283
SZ300999,0.008560132,0.03821397
SZ300347,0.008558761,0.030344367
SH600061,0.008556832,0.04502046
SH601939,0.008556459,0.0078125
SZ300750,0.00855637,-0.022929609
SH601211,0.008552115,0.0
SH600438,0.0085519515,-0.014670789
SZ000301,0.008549213,-0.005945325
SH601878,0.008548882,0.031161427
SZ002074,0.008546736,-0.0028612614
SH600023,0.008546192,-0.023450613
SZ002415,0.0085461065,0.00064349174
SH600760,0.0085445605,-0.015157521
SH600161,0.0085419305,-0.011526346
SZ300274,0.0085416995,-0.024164855
SZ002920,0.008539256,-0.011723697
SZ300408,0.008536775,0.0
SZ002142,0.008536637,0.022086501
SH601229,0.008535657,0.008631349
SZ000786,0.008534823,-0.0014059544
SH600489,0.008534107,-0.035834968
SH601009,0.008533865,0.0011467934
SH600039,0.008533228,-0.026687562
SH601328,0.00853144,0.022364259
SZ000001,0.00852922,-0.0008993149
SH600009,0.008526232,-0.010626137
SH600196,0.008524116,-0.0052219033
SZ002459,0.00852349,-0.008514702
SH601878,0.008522395,0.014256597
SH688303,0.008522142,-0.03373158
SH600606,0.008520726,0.03773582
SZ000792,0.008517113,-0.011636376
SH601857,0.008516662,-0.029135287
SH601006,0.008516166,0.0
SH600372,0.008516002,0.0
SZ000877,0.008515757,-0.023961663
SH601601,0.008515358,0.0054279566
SH600919,0.0085126255,-0.0025740266
SZ000776,0.0085119605,0.002447009
SH600926,0.008508373,-0.013636351
SH600028,0.008506682,0.0064724684
SZ000617,0.008506041,-0.00331676
SZ002841,0.008505765,-0.009154022
SH601288,0.008504856,0.010330558
SZ000001,0.008504391,0.014938474
SH600745,0.008499378,0.027255535
SH688599,0.0084993355,-0.00649035
SZ300223,0.008498523,-0.039481163
SH600438,0.008496977,0.0055556297
SZ000786,0.008496638,0.02286899
SZ000069,0.008496616,0.0
SH600104,0.008495968,-0.009722233
SH600372,0.008495111,0.0
SZ002371,0.008494485,-0.0047234297
SH600760,0.00849447,0.0068674088
SZ300759,0.008493137,0.008899331
SZ000100,0.008489516,0.034300804
SH688008,0.008488338,0.0057252645
SZ000301,0.008487839,0.0025874376
SH600016,0.008487288,-0.015060246
SH605117,0.008487064,0.09005141
SH601766,0.008485664,0.010443807
SH600362,0.008485641,-0.0031097531
SH600547,0.008484587,0.007909179
SH600150,0.008483138,0.0022889376
SZ300450,0.008482758,0.0092282295
SZ002252,0.008482207,0.028720617
SH603392,0.008482058,-0.041458905
SH601916,0.008481864,0.011999965
SH601658,0.008481231,-0.008421004
SZ000100,0.0084810145,0.020992279
SZ000166,0.00848005,-0.017857134
SZ000063,0.008479942,-0.01027149
SZ300347,0.008479107,0.00058043003
SH600015,0.008476283,-0.0030628443
SH601618,0.008476023,0.0
SH601888,0.008472521,0.03215921
SH600276,0.008472186,0.008600116
SH600039,0.008471686,0.071140885
SZ000877,0.008471388,0.0669291
SH601857,0.008470789,0.008101821
SH603296,0.00847033,0.009751797
SZ300760,0.00846969,0.0035841465
SH603986,0.008467326,-0.00894165
SZ000617,0.008466367,-0.028469741
SH603260,0.008465555,0.00907135
SZ000963,0.008464929,0.015256643
SZ000858,0.008464273,-0.013000369
SZ002714,0.008462671,-0.00717175
SH600030,0.0084602125,-0.021810234
SH688111,0.008459289,-0.02860409
SH601600,0.008458812,-0.008695662
SZ000002,0.008458365,-0.015822768
SH603290,0.00845759,-0.034706295
SH600519,0.008457255,-0.0011633039
SH600196,0.008456755,-0.016086757
SH600000,0.008456413,0.009957314
SZ002459,0.008455861,-0.029239714
SZ000938,0.008455578,-0.0525406
SZ300628,0.008453075,0.07721603
SH600018,0.008452417,-0.014446259
SZ002001,0.008452151,-0.009507835
SH601800,0.008451238,-0.009378672
SH603993,0.008447956,0.031941056
SZ002129,0.008447837,-0.055507362
SH601800,0.008447472,0.010676146
SH600905,0.00844508,0.0
SZ002371,0.0084439665,-0.0070688725
SH600460,0.008443434,0.03928435
SH600346,0.00844124,-0.012987018
SZ000963,0.008440364,0.0024206638
SZ002311,0.008440111,0.006556034
SH601059,0.008437516,0.0
SZ000538,0.008436773,-0.0054215193
SH601799,0.008435383,0.012977123
SH601916,0.0084335245,-0.003921509
SH603260,0.008433167,-0.025810003
SH688396,0.008429255,0.0036504269
SZ000069,0.008425664,0.0034483671
SZ300413,0.008425329,-0.013920248
SZ002555,0.008422341,-0.034202874
SH601633,0.0084206145,0.014623761
SZ300979,0.008420497,0.041381598
SZ300782,0.008420382,-0.024485767
SZ000776,0.008419868,0.00071024895
SH600372,0.008419324,0.0
SH600219,0.008418288,0.021021008
SZ002601,0.008418094,-0.027868867
SH601916,0.008418014,0.032028556
SZ300308,0.008417595,0.00041103363
SH600010,0.0084142685,0.0
SH600547,0.008411866,0.017045498
SZ002236,0.008408446,0.016676664
SH603986,0.008406181,-0.0033583045
SH601939,0.008405808,-0.016574562
SH600031,0.008401733,-0.011713028
SH600436,0.008401006,0.005993724
SH601066,0.008400522,-0.005498767
SH601668,0.008396361,0.033980608
SH600016,0.008394325,-0.07021791
SH600176,0.008390401,-0.02764976
SH601155,0.008388411,0.010367632
SH600938,0.008388359,0.0042523146
SZ300628,0.0083859,0.035795927
SZ002709,0.008383293,0.0054177046
SZ001289,0.008382473,-0.010514617
SH601377,0.008382056,-0.0076687336
SH601618,0.00838073,0.015290618
SZ300316,0.008379269,-0.034087062
SH600489,0.008378018,0.0042135715
SH600023,0.008376613,-0.0075988173
SH603369,0.008375552,-0.011122823
SH603659,0.00837538,-0.0352394
SH688599,0.008375287,-0.0037266612
SH600111,0.008374039,-0.029175043
SZ002074,0.008371983,0.0031446218
SZ002202,0.008371938,0.0064851046
SH688396,0.008370031,0.04097557
SH600132,0.008369122,0.012574673
SH601166,0.008368298,-0.011267602
SH600183,0.008368019,-0.017090261
SZ300442,0.008367304,0.026904464
SH603288,0.00836641,0.0067144632
SH688599,0.008365553,-0.0005840659
SZ001979,0.008364793,0.015276194
SH601601,0.008358989,0.03130436
SZ002709,0.008358892,0.013962984
SH601688,0.008357573,-0.015310228
SH603260,0.0083573945,0.047385335
SZ300750,0.008357285,0.020300746
SH603019,0.0083561875,-0.020750701
SH600026,0.008355718,-0.049324214
SH600233,0.008355267,0.023778081
SH600760,0.008355264,0.005061269
SZ300142,0.008352999,-0.02028215
SH600010,0.008352544,-0.012578607
SZ000776,0.008352451,-0.01437217
SH688012,0.008349974,-0.015381396
SZ002916,0.00834975,0.0039230585
SZ300142,0.008349512,-0.03182125
SZ002459,0.008349065,0.016853929
SH601377,0.00834823,-0.0032361746
SZ300033,0.008347694,-0.05774468
SH603501,0.008347694,-0.004294157
SH600436,0.00834446,-0.008627176
SH600519,0.008344341,-0.0033792853
SH600183,0.008342642,-0.00856328
SH601668,0.008340616,-0.00754714
SH600188,0.008340288,0.005622506
SH601111,0.008339759,-0.017107308
SH603986,0.0083387755,0.04720664
SH688599,0.0083383955,0.0
SH688036,0.008333463,-0.019954503
SH601799,0.008333389,-0.007206917
SZ300124,0.008332919,0.00571084
SZ300450,0.008332629,0.005907178
SZ300142,0.008331645,0.004752159
SZ300750,0.008330319,0.034607768
SH601916,0.008329753,-0.006944418
SH601988,0.008329028,-0.019802034
SH601336,0.008323137,-0.013826311
SZ002027,0.008317377,-0.06577182
SH600018,0.008316804,-0.0056710243
SZ002230,0.008314971,0.0047169924
SZ300442,0.008312631,0.006990671
SZ300498,0.00831189,0.05469203
SH601138,0.008310609,0.040349007
SZ300498,0.008310456,-0.010204077
SZ000999,0.00830983,0.011927962
SH600438,0.0083092265,0.004385948
SZ300413,0.008309018,-0.023073614
SH600918,0.008308541,0.0
SH688256,0.008307893,-0.008869588
SH601818,0.008307878,0.019544005
SH601668,0.008305106,-0.009057879
SH600415,0.008303095,0.0
SH601877,0.008299064,0.012147784
SH600754,0.008295674,0.010248899
SH601808,0.008294467,0.0058448315
SH600732,0.0082942955,0.0034770966
SH600085,0.0082930885,0.009474039
SH600795,0.008291651,-0.012006819
SH600795,0.008290071,-0.02702707
SZ000100,0.008288253,0.0
SH601628,0.008287612,-0.0019029975
SZ300782,0.008286495,0.009052753
SZ300498,0.008285392,-0.013373852
SZ000338,0.008283641,0.026450515
SZ002460,0.008282004,0.0035307407
SH601658,0.008281436,0.0019493103
SZ001965,0.008281115,-0.025747418
SH600028,0.008280806,-0.01726842
SZ002736,0.008279903,-0.05019605
SH688396,0.0082794465,0.026993513
SZ300628,0.008279268,-0.031086028
SZ000725,0.00827891,0.021951199
SZ002648,0.008278731,-0.0105262995
SH601998,0.008278374,-0.015679538
SH603195,0.008278135,0.019059539
SH603806,0.00827761,0.0671587
SZ000157,0.008275736,0.023255825
SH600436,0.00827482,-0.014355123
SH688396,0.00826909,-0.007854044
SZ000807,0.00826744,-0.025759578
SH601985,0.008267406,-0.012612581
SH600584,0.008265186,-0.016202211
SH601888,0.008263465,0.003440261
SZ002352,0.008262891,-0.017992258
SH601881,0.008261561,-0.037889004
SH601360,0.0082606375,-0.039874077
SH600150,0.008258056,-0.0137812495
SH688012,0.008258034,0.0021119118
SZ001289,0.008257944,0.006788492
SZ300919,0.008257721,-0.006349981
SH600875,0.008257184,-0.010403931
SH600018,0.008249899,-0.081967235
SZ002202,0.008248288,0.020606041
SZ300979,0.0082480945,0.023746729
SZ000001,0.008247111,-0.0034042
SH603833,0.008246992,-0.024109006
SH600803,0.008246351,-0.029041111
SH601808,0.008246161,-0.0032644272
SZ000800,0.008243058,0.019585371
SH601117,0.008242872,-0.021197021
SH600584,0.0082427,-0.011383235
SH600039,0.008240636,-0.017035782
SH600803,0.008239243,-0.013962507
SH603392,0.008238498,-0.022963822
SH601808,0.008238398,0.0049813986
SH600732,0.0082381405,-0.035245895
SH600346,0.00823798,-0.023809493
SZ300450,0.008237425,-0.03837794
SZ002493,0.008236185,0.042696595
SZ002202,0.008236114,0.007741928
SZ300316,0.00823598,0.022006989
SZ002415,0.008233447,0.013548493
SH605117,0.008232327,-0.011993885
SZ000538,0.008231413,0.0
SH600219,0.008230757,0.008130074
SZ000776,0.008228544,0.006410241
SZ000895,0.008227143,0.0056476593
SZ000999,0.008226756,-0.026159942
SH601939,0.008226734,0.01886785
SH600760,0.008226674,0.005556941
SH600233,0.008225743,0.005487919
SH601816,0.008225698,0.008992791
SH601088,0.00822426,0.006229043
SZ300433,0.008224117,-0.022838533
SH600018,0.008223761,0.026690364
SH601066,0.008221839,0.03970945
SH601021,0.008221231,0.0059860945
SH601989,0.008220684,-0.026315808
SZ002252,0.0082193725,-0.0012952685
SZ000157,0.008217681,0.013513446
SH601788,0.008217279,-0.020491838
SH600958,0.008212756,0.040884018
SZ000425,0.008212019,-0.032258093
SH605117,0.008205343,-0.019948006
SZ300919,0.008204754,0.035327077
SH600809,0.0082033165,0.0031849146
SZ002007,0.008200649,0.03048408
SZ000069,0.008198891,-0.03169012
SZ300059,0.008197937,-0.009266317
SH601668,0.008197013,-0.015543997
SH601318,0.008196641,-0.012178659
SH600309,0.0081962235,0.0034399033
SH688271,0.008194771,-0.0003016591
SZ300496,0.008193914,-0.014494956
SH600085,0.008192416,-0.015865922
SH600918,0.008191083,-0.016742766
SH601169,0.0081877,-0.0035336018
SZ002007,0.008186575,-0.0099589825
SZ002304,0.008185152,0.0018348694
SH600015,0.00818298,-0.004658401
SZ300832,0.008181885,-0.0020260215
SH601899,0.008179989,-0.01199317
SH600050,0.008178104,0.013100386
SZ300628,0.008177239,-0.009440303
SH600150,0.00817721,-0.0017060041
SH601916,0.008176196,0.003521204
SH600893,0.008172441,-0.012160599
SH600588,0.008169521,-0.05528456
SH600023,0.00816815,0.0030674934
SH601766,0.0081641115,0.0030864477
SZ002202,0.008162651,-0.0025188923
SH601669,0.008159671,0.0281955
SH688256,0.008158684,-0.027990937
SH601669,0.008157294,-0.009671092
SZ000983,0.008153696,-0.0027855039
SH600028,0.008152198,0.010903478
SH600276,0.008152012,-0.04572344
SH601398,0.008151833,-0.012962937
SH600027,0.008148786,0.005484462
SH601021,0.008147027,0.015992165
