datetime,instrument,score,label
2024-12-13,SZ000983,0.0011609867,0.0
2024-12-13,SH600011,0.0011577532,0.0
2024-12-13,SH600887,0.001157511,0.0
2024-12-13,SZ002129,0.0011570044,0.0
2024-12-13,SZ000002,0.0011549778,0.0
2024-12-13,SH601998,0.0011543892,0.0
2024-12-13,SZ002812,0.0011523105,0.0
2024-12-13,SZ000301,0.0011502467,0.0
2024-12-13,SH688065,0.0011460073,0.0
2024-12-13,SZ003816,0.001145225,0.0
2024-12-13,SH688008,0.0011440068,0.0
2024-12-13,SH601728,0.0011416934,0.0
2024-12-13,SZ300014,0.0011405386,0.0
2024-12-13,SH600025,0.0011385866,0.0
2024-12-13,SZ300498,0.0011335984,0.0
2024-12-13,SH600732,0.0011267327,0.0
2024-12-13,SH601600,0.0011258498,0.0
2024-12-13,SH601766,0.0011247024,0.0
2024-12-13,SZ002049,0.0011234768,0.0
2024-12-13,SH600426,0.0011155903,0.0
2024-12-13,SH600031,0.0011093691,0.0
2024-12-13,SH601888,0.0011079647,0.0
2024-12-13,SH601989,0.0011054687,0.0
2024-12-13,SZ300979,0.0011052005,0.0
2024-12-13,SZ000733,0.0010993145,0.0
2024-12-13,SH600061,0.0010986365,0.0
2024-12-13,SH601689,0.0010976866,0.0
2024-12-13,SH603392,0.0010961257,0.0
2024-12-13,SH600941,0.0010950528,0.0
2024-12-13,SZ300661,0.0010924451,0.0
2024-12-13,SH601169,0.0010879189,0.0
2024-12-13,SH688561,0.0010860153,0.0
2024-12-13,SZ000877,0.0010852702,0.0
2024-12-13,SH601881,0.0010784306,0.0
2024-12-13,SH601988,0.0010779127,0.0
2024-12-13,SH603799,0.0010695495,0.0
2024-12-13,SH600030,0.0010691471,0.0
2024-12-13,SH600085,0.0010687411,0.0
2024-12-13,SZ002821,0.0010615662,0.0
2024-12-13,SH603369,0.0010611005,0.0
2024-12-13,SH600893,0.0010597073,0.0
2024-12-13,SH603259,0.0010587387,0.0
2024-12-13,SH601236,0.0010576136,0.0
2024-12-13,SZ300750,0.0010558926,0.0
2024-12-13,SH601838,0.0010490455,0.0
2024-12-13,SH600196,0.0010481924,0.0
2024-12-13,SH601818,0.0010454468,0.0
2024-12-13,SH600018,0.0010383017,0.0
2024-12-13,SH600845,0.0010360852,0.0
2024-12-13,SH601615,0.001031857,0.0
2024-12-13,SH600026,0.001030881,0.0
2024-12-13,SH601138,0.0010200441,0.0
2024-12-13,SZ300418,0.001016546,0.0
2024-12-13,SH601899,0.0010020025,0.0
2024-12-13,SH603986,0.0009901486,0.0
2024-12-13,SH600023,0.0009837374,0.0
2024-12-13,SH601398,0.0009833276,0.0
2024-12-13,SH600438,0.0009728782,0.0
2024-12-13,SH688012,0.00096855685,0.0
2024-12-13,SZ300759,0.00096103176,0.0
2024-12-13,SH601898,0.0009541027,0.0
2024-12-13,SH600219,0.00095325336,0.0
2024-12-13,SH688396,0.000952214,0.0
2024-12-13,SZ300496,0.0009505041,0.0
2024-12-13,SZ300142,0.0009492263,0.0
2024-12-13,SZ002271,0.00094034895,0.0
2024-12-13,SH600019,0.00093463436,0.0
2024-12-13,SH601985,0.00093277916,0.0
2024-12-13,SH600028,0.0009316616,0.0
2024-12-13,SH600515,0.00092275813,0.0
2024-12-13,SZ000963,0.00092051923,0.0
2024-12-13,SH601117,0.0009198189,0.0
2024-12-13,SH600886,0.00091031566,0.0
2024-12-13,SZ000338,0.00090726465,0.0
2024-12-13,SZ300450,0.00090282783,0.0
2024-12-13,SH600089,0.00089798495,0.0
2024-12-13,SH600588,0.00089365244,0.0
2024-12-13,SH600415,0.0008931756,0.0
2024-12-13,SH688082,0.0008928403,0.0
2024-12-13,SH603501,0.0008926429,0.0
2024-12-13,SH688223,0.00088686123,0.0
2024-12-13,SZ002493,0.00088640675,0.0
2024-12-13,SZ002460,0.00088215247,0.0
2024-12-13,SZ000625,0.00088180974,0.0
2024-12-13,SH600029,0.0008817278,0.0
2024-12-13,SH600754,0.00087865815,0.0
2024-12-13,SZ002714,0.00087606534,0.0
2024-12-13,SH688041,0.0008674376,0.0
2024-12-13,SZ300124,0.00086412206,0.0
2024-12-13,SZ300919,0.00086404756,0.0
2024-12-13,SH601669,0.00086374953,0.0
2024-12-13,SZ002736,0.0008634068,0.0
2024-12-13,SH601155,0.0008612685,0.0
2024-12-13,SH688363,0.0008576475,0.0
2024-12-13,SH688009,0.00085539,0.0
2024-12-13,SH603659,0.00085408613,0.0
2024-12-13,SH601698,0.0008515902,0.0
2024-12-13,SH601390,0.00084913895,0.0
2024-12-13,SH601878,0.00084875897,0.0
2024-12-13,SH601788,0.0008477159,0.0
2024-12-13,SH600000,0.0008424558,0.0
2024-12-13,SH601808,0.00084127486,0.0
2024-12-13,SH603296,0.00083896145,0.0
2024-12-13,SH600104,0.0008347705,0.0
2024-12-13,SH601225,0.0008334033,0.0
2024-12-13,SH600050,0.0008332208,0.0
