epoch,step,train_loss,val_loss
140,31442,0.9983665943145752,
141,31665,,0.998264491558075
141,31665,0.9983664751052856,
142,31888,,0.9982643127441406
142,31888,0.9983667135238647,
143,32111,,0.9982643723487854
143,32111,0.9983665943145752,
144,32334,,0.9982643127441406
144,32334,0.9983663558959961,
145,32557,,0.9982643127441406
145,32557,0.9983667731285095,
146,32780,,0.9982643127441406
146,32780,0.99836665391922,
147,33003,,0.9982643127441406
147,33003,0.9983664155006409,
148,33226,,0.998264491558075
148,33226,0.9983662366867065,
149,33449,,0.998264491558075
149,33449,0.99836665391922,
150,33672,,0.9982643127441406
150,33672,0.9983665943145752,
151,33895,,0.9982643127441406
151,33895,0.9983661770820618,
152,34118,,0.9982643127441406
152,34118,0.99836665391922,
153,34341,,0.9982643127441406
153,34341,0.9983667135238647,
154,34564,,0.9982643127441406
154,34564,0.9983668923377991,
155,34787,,0.9982643127441406
155,34787,0.9983664155006409,
156,35010,,0.9982643127441406
156,35010,0.9983664155006409,
157,35233,,0.9982643127441406
157,35233,0.9983667135238647,
158,35456,,0.9982643127441406
158,35456,0.9983662962913513,
159,35679,,0.9982643127441406
159,35679,0.9983663558959961,
160,35902,,0.9982643127441406
160,35902,0.9983667135238647,
161,36125,,0.9982643127441406
161,36125,0.9983659982681274,
162,36348,,0.998264491558075
162,36348,0.9983661770820618,
163,36571,,0.9982642531394958
163,36571,0.9983667731285095,
164,36794,,0.9982643127441406
164,36794,0.9983664155006409,
165,37017,,0.9982642531394958
165,37017,0.99836665391922,
166,37240,,0.9982643127441406
166,37240,0.9983667135238647,
167,37463,,0.9982643127441406
167,37463,0.9983664155006409,
168,37686,,0.9982643127441406
168,37686,0.9983660578727722,
169,37909,,0.9982643127441406
169,37909,0.9983663558959961,
170,38132,,0.9982643127441406
170,38132,0.9983664155006409,
171,38355,,0.9982643127441406
171,38355,0.9983667135238647,
172,38578,,0.9982643127441406
172,38578,0.9983664155006409,
173,38801,,0.998264491558075
173,38801,0.9983664155006409,
